InterviewID;task;item;att1;cho
4057634;8;3;8;0
4057634;8;4;3;-1
4057634;8;5;10;0
4057634;8;6;4;0
4058055;1;1;8;0
4058055;1;2;14;-1
4058055;1;3;1;0
4058055;1;4;10;0
4058055;1;5;2;0
4058055;1;6;9;1
4058055;2;1;4;-1
4058055;2;2;6;0
4058055;2;3;12;0
4058055;2;4;15;0
4058055;2;5;11;0
4058055;2;6;3;1
4058055;3;1;3;1
4058055;3;2;7;0
4058055;3;3;12;0
4058055;3;4;1;0
4058055;3;5;4;-1
4058055;3;6;11;0
4058055;4;1;9;1
4058055;4;2;2;0
4058055;4;3;6;0
4058055;4;4;5;0
4058055;4;5;14;-1
4058055;4;6;10;0
4058055;5;1;11;0
4058055;5;2;4;-1
4058055;5;3;6;1
4058055;5;4;13;0
4058055;5;5;8;0
4058055;5;6;15;0
4058055;6;1;10;0
4058055;6;2;12;0
4058055;6;3;8;1
4058055;6;4;7;0
4058055;6;5;14;-1
4058055;6;6;1;0
4058055;7;1;3;1
4058055;7;2;15;0
4058055;7;3;2;0
4058055;7;4;13;-1
4058055;7;5;9;0
4058055;7;6;5;0
4058055;8;1;10;0
4058055;8;2;3;1
4058055;8;3;9;0
4058055;8;4;4;-1
4058055;8;5;2;0
4058055;8;6;7;0
4058415;1;1;13;0
4058415;1;2;10;0
4058415;1;3;3;0
4058415;1;4;1;1
4058415;1;5;4;-1
4058415;1;6;6;0
4058415;2;1;11;0
4058415;2;2;5;0
4058415;2;3;9;0
4058415;2;4;12;1
4058415;2;5;2;0
4058415;2;6;14;-1
4058415;3;1;10;0
4058415;3;2;13;-1
4058415;3;3;12;1
4058415;3;4;15;0
4058415;3;5;7;0
4058415;3;6;6;0
4058415;4;1;1;1
4058415;4;2;8;0
4058415;4;3;4;-1
4058415;4;4;2;0
4058415;4;5;3;0
4058415;4;6;5;0
4058415;5;1;2;0
4058415;5;2;1;1
4058415;5;3;4;-1
4058415;5;4;10;0
4058415;5;5;12;0
4058415;5;6;14;0
4058415;6;1;8;0
4058415;6;2;7;0
4058415;6;3;3;-1
4058415;6;4;13;0
4058415;6;5;6;1
4058415;6;6;9;0
4058415;7;1;6;1
4058415;7;2;2;0
4058415;7;3;5;0
4058415;7;4;9;-1
4058415;7;5;15;0
4058415;7;6;11;0
4058415;8;1;7;0
4058415;8;2;14;0
4058415;8;3;4;-1
4058415;8;4;12;1
4058415;8;5;3;0
4058415;8;6;13;0
4058751;1;1;6;1
4058751;1;2;10;0
4058751;1;3;9;0
4058751;1;4;13;-1
4058751;1;5;11;0
4058751;1;6;8;0
4058751;2;1;4;-1
4058751;2;2;7;0
4058751;2;3;2;0
4058751;2;4;5;0
4058751;2;5;15;0
4058751;2;6;3;1
4058751;3;1;14;0
4058751;3;2;1;0
4058751;3;3;15;0
4058751;3;4;3;0
4058751;3;5;7;-1
4058751;3;6;9;1
4058751;4;1;4;-1
4058751;4;2;2;0
4058751;4;3;12;0
4058751;4;4;5;0
4058751;4;5;8;1
4058751;4;6;10;0
4058751;5;1;13;-1
4058751;5;2;4;0
4058751;5;3;5;0
4058751;5;4;6;1
4058751;5;5;7;0
4058751;5;6;11;0
4058751;6;1;8;0
4058751;6;2;14;0
4058751;6;3;9;1
4058751;6;4;2;0
4058751;6;5;1;-1
4058751;6;6;11;0
4058751;7;1;15;0
4058751;7;2;3;1
4058751;7;3;6;0
4058751;7;4;12;-1
4058751;7;5;13;0
4058751;7;6;10;0
4058751;8;1;13;-1
4058751;8;2;7;0
4058751;8;3;5;0
4058751;8;4;14;0
4058751;8;5;11;1
4058751;8;6;10;0
4058933;1;1;15;0
4058933;1;2;10;0
4058933;1;3;3;-1
4058933;1;4;4;1
4058933;1;5;12;0
4058933;1;6;13;0
4058933;2;1;5;0
4058933;2;2;11;0
4058933;2;3;8;0
4058933;2;4;2;0
4058933;2;5;7;-1
4058933;2;6;9;1
4058933;3;1;6;1
4058933;3;2;5;0
4058933;3;3;4;0
4058933;3;4;13;0
4058933;3;5;10;0
4058933;3;6;7;-1
4058933;4;1;14;0
4058933;4;2;9;1
4058933;4;3;1;0
4058933;4;4;15;-1
4058933;4;5;8;0
4058933;4;6;2;0
4058933;5;1;10;0
4058933;5;2;3;-1
4058933;5;3;12;1
4058933;5;4;5;0
4058933;5;5;6;0
4058933;5;6;11;0
4058933;6;1;8;0
4058933;6;2;14;0
4058933;6;3;9;1
4058933;6;4;4;0
4058933;6;5;1;0
4058933;6;6;7;-1
4058933;7;1;3;-1
4058933;7;2;13;0
4058933;7;3;11;0
4058933;7;4;12;1
4058933;7;5;2;0
4058933;7;6;15;0
4058933;8;1;9;1
4058933;8;2;7;0
4058933;8;3;11;0
4058933;8;4;14;0
4058933;8;5;8;0
4058933;8;6;15;-1
4059152;1;1;8;0
4059152;1;2;15;-1
4059152;1;3;13;0
4059152;1;4;11;1
4059152;1;5;12;0
4059152;1;6;6;0
4059152;2;1;4;0
4059152;2;2;5;1
4059152;2;3;1;0
4059152;2;4;2;0
4059152;2;5;14;0
4059152;2;6;7;-1
4059152;3;1;12;0
4059152;3;2;8;0
4059152;3;3;15;-1
4059152;3;4;6;0
4059152;3;5;14;1
4059152;3;6;10;0
4059152;4;1;9;0
4059152;4;2;1;0
4059152;4;3;5;0
4059152;4;4;11;1
4059152;4;5;13;0
4059152;4;6;3;-1
4059152;5;1;1;0
4059152;5;2;11;1
4059152;5;3;4;0
4059152;5;4;10;0
4059152;5;5;9;0
4059152;5;6;3;-1
4059152;6;1;7;0
4059152;6;2;6;0
4059152;6;3;8;0
4059152;6;4;15;-1
4059152;6;5;12;0
4059152;6;6;14;1
4059152;7;1;4;0
4059152;7;2;13;0
4059152;7;3;8;-1
4059152;7;4;2;1
4059152;7;5;10;0
4059152;7;6;5;0
4059152;8;1;1;0
4059152;8;2;9;-1
4059152;8;3;14;0
4059152;8;4;2;1
4059152;8;5;13;0
4059152;8;6;5;0
4059167;1;1;13;1
4059167;1;2;2;0
4059167;1;3;7;0
4059167;1;4;12;0
4059167;1;5;9;-1
4059167;1;6;11;0
4059167;2;1;8;0
4059167;2;2;6;-1
4059167;2;3;10;0
4059167;2;4;15;0
4059167;2;5;3;1
4059167;2;6;14;0
4059167;3;1;3;1
4059167;3;2;4;-1
4059167;3;3;15;0
4059167;3;4;7;0
4059167;3;5;1;0
4059167;3;6;5;0
4059167;4;1;6;1
4059167;4;2;5;0
4059167;4;3;1;0
4059167;4;4;8;0
4059167;4;5;12;-1
4059167;4;6;11;0
4059167;5;1;14;0
4059167;5;2;9;-1
4059167;5;3;10;0
4059167;5;4;13;1
4059167;5;5;4;0
4059167;5;6;2;0
4059167;6;1;5;0
4059167;6;2;11;0
4059167;6;3;4;-1
4059167;6;4;10;1
4059167;6;5;12;0
4059167;6;6;1;0
4059167;7;1;8;0
4059167;7;2;13;1
4059167;7;3;6;0
4059167;7;4;15;0
4059167;7;5;14;0
4059167;7;6;7;-1
4059167;8;1;3;1
4059167;8;2;12;0
4059167;8;3;14;0
4059167;8;4;2;0
4059167;8;5;9;-1
4059167;8;6;1;0
4059261;1;1;12;1
4059261;1;2;1;0
4059261;1;3;3;0
4059261;1;4;10;0
4059261;1;5;2;0
4059261;1;6;8;-1
4059261;2;1;12;0
4059261;2;2;9;-1
4059261;2;3;13;0
4059261;2;4;6;0
4059261;2;5;15;1
4059261;2;6;5;0
4059261;3;1;8;0
4059261;3;2;2;0
4059261;3;3;7;0
4059261;3;4;1;1
4059261;3;5;14;-1
4059261;3;6;3;0
4059261;4;1;10;0
4059261;4;2;12;1
4059261;4;3;9;0
4059261;4;4;11;-1
4059261;4;5;6;0
4059261;4;6;4;0
4059261;5;1;14;-1
4059261;5;2;13;0
4059261;5;3;7;0
4059261;5;4;8;0
4059261;5;5;5;1
4059261;5;6;10;0
4059261;6;1;4;0
4059261;6;2;11;-1
4059261;6;3;1;0
4059261;6;4;15;1
4059261;6;5;2;0
4059261;6;6;3;0
4059261;7;1;13;0
4059261;7;2;8;0
4059261;7;3;10;0
4059261;7;4;5;1
4059261;7;5;15;0
4059261;7;6;2;-1
4059261;8;1;6;1
4059261;8;2;3;0
4059261;8;3;4;0
4059261;8;4;7;0
4059261;8;5;1;0
4059261;8;6;9;-1
4059293;1;1;8;-1
4059293;1;2;9;0
4059293;1;3;14;0
4059293;1;4;10;0
4059293;1;5;2;1
4059293;1;6;5;0
4059293;2;1;11;-1
4059293;2;2;1;0
4059293;2;3;6;0
4059293;2;4;7;0
4059293;2;5;13;0
4059293;2;6;3;1
4059293;3;1;6;1
4059293;3;2;12;-1
4059293;3;3;15;0
4059293;3;4;9;0
4059293;3;5;4;0
4059293;3;6;7;0
4059293;4;1;4;0
4059293;4;2;14;0
4059293;4;3;11;-1
4059293;4;4;10;1
4059293;4;5;2;0
4059293;4;6;8;0
4059293;5;1;1;0
4059293;5;2;12;-1
4059293;5;3;5;0
4059293;5;4;3;1
4059293;5;5;15;0
4059293;5;6;13;0
4059293;6;1;8;0
4059293;6;2;11;-1
4059293;6;3;15;0
4059293;6;4;5;0
4059293;6;5;2;1
4059293;6;6;13;0
4059293;7;1;4;0
4059293;7;2;9;0
4059293;7;3;14;0
4059293;7;4;12;-1
4059293;7;5;7;0
4059293;7;6;3;1
4059293;8;1;6;0
4059293;8;2;7;0
4059293;8;3;13;0
4059293;8;4;1;0
4059293;8;5;10;1
4059293;8;6;5;-1
4061777;1;1;8;0
4061777;1;2;14;0
4061777;1;3;1;0
4061777;1;4;10;-1
4061777;1;5;2;1
4061777;1;6;9;0
4061777;2;1;4;-1
4061777;2;2;6;1
4061777;2;3;12;0
4061777;2;4;15;0
4061777;2;5;11;0
4061777;2;6;3;0
4061777;3;1;3;0
4061777;3;2;7;1
4061777;3;3;12;0
4061777;3;4;1;0
4061777;3;5;4;-1
4061777;3;6;11;0
4061777;4;1;9;0
4061777;4;2;2;0
4061777;4;3;6;1
4061777;4;4;5;0
4061777;4;5;14;0
4061777;4;6;10;-1
4061777;5;1;11;0
4061777;5;2;4;-1
4061777;5;3;6;1
4061777;5;4;13;0
4061777;5;5;8;0
4061777;5;6;15;0
4061777;6;1;10;-1
4061777;6;2;12;0
4061777;6;3;8;0
4061777;6;4;7;0
4061777;6;5;14;0
4061777;6;6;1;1
4061777;7;1;3;-1
4061777;7;2;15;0
4061777;7;3;2;0
4061777;7;4;13;0
4061777;7;5;9;0
4061777;7;6;5;1
4061777;8;1;10;-1
4061777;8;2;3;0
4061777;8;3;9;0
4061777;8;4;4;0
4061777;8;5;2;0
4061777;8;6;7;1
4061809;1;1;3;0
4061809;1;2;7;0
4061809;1;3;12;0
4061809;1;4;15;1
4061809;1;5;11;-1
4061809;1;6;6;0
4061809;2;1;10;0
4061809;2;2;2;-1
4061809;2;3;11;0
4061809;2;4;7;0
4061809;2;5;4;1
4061809;2;6;14;0
4061809;3;1;3;0
4061809;3;2;15;0
4061809;3;3;9;1
4061809;3;4;12;0
4061809;3;5;13;-1
4061809;3;6;6;0
4061809;4;1;13;-1
4061809;4;2;5;0
4061809;4;3;1;0
4061809;4;4;8;0
4061809;4;5;4;0
4061809;4;6;15;1
4061809;5;1;7;0
4061809;5;2;5;0
4061809;5;3;9;1
4061809;5;4;12;0
4061809;5;5;11;-1
4061809;5;6;14;0
4061809;6;1;1;0
4061809;6;2;2;0
4061809;6;3;10;0
4061809;6;4;6;0
4061809;6;5;3;-1
4061809;6;6;8;1
4061809;7;1;6;-1
4061809;7;2;4;0
4061809;7;3;15;1
4061809;7;4;3;0
4061809;7;5;7;0
4061809;7;6;12;0
4061809;8;1;14;0
4061809;8;2;13;0
4061809;8;3;8;0
4061809;8;4;11;-1
4061809;8;5;10;1
4061809;8;6;1;0
4061974;1;1;1;0
4061974;1;2;10;1
4061974;1;3;5;0
4061974;1;4;3;-1
4061974;1;5;7;0
4061974;1;6;2;0
4061974;2;1;3;0
4061974;2;2;13;1
4061974;2;3;8;0
4061974;2;4;4;-1
4061974;2;5;15;0
4061974;2;6;2;0
4061974;3;1;11;-1
4061974;3;2;7;0
4061974;3;3;5;0
4061974;3;4;14;1
4061974;3;5;9;0
4061974;3;6;6;0
4061974;4;1;3;0
4061974;4;2;12;1
4061974;4;3;8;0
4061974;4;4;10;0
4061974;4;5;1;-1
4061974;4;6;11;0
4061974;5;1;9;-1
4061974;5;2;13;1
4061974;5;3;6;0
4061974;5;4;10;0
4061974;5;5;2;0
4061974;5;6;14;0
4061974;6;1;7;0
4061974;6;2;12;0
4061974;6;3;4;-1
4061974;6;4;1;0
4061974;6;5;15;1
4061974;6;6;5;0
4061974;7;1;10;0
4061974;7;2;11;0
4061974;7;3;13;1
4061974;7;4;9;0
4061974;7;5;8;-1
4061974;7;6;12;0
4061974;8;1;2;0
4061974;8;2;3;0
4061974;8;3;15;1
4061974;8;4;1;0
4061974;8;5;7;-1
4061974;8;6;14;0
4061975;1;1;14;-1
4061975;1;2;6;0
4061975;1;3;4;0
4061975;1;4;5;0
4061975;1;5;2;1
4061975;1;6;11;0
4061975;2;1;1;0
4061975;2;2;13;0
4061975;2;3;7;0
4061975;2;4;10;1
4061975;2;5;3;0
4061975;2;6;4;-1
4061975;3;1;5;1
4061975;3;2;9;-1
4061975;3;3;8;0
4061975;3;4;15;0
4061975;3;5;12;0
4061975;3;6;6;0
4061975;4;1;6;0
4061975;4;2;1;0
4061975;4;3;15;0
4061975;4;4;10;1
4061975;4;5;14;-1
4061975;4;6;3;0
4061975;5;1;7;0
4061975;5;2;2;0
4061975;5;3;8;0
4061975;5;4;9;-1
4061975;5;5;13;1
4061975;5;6;12;0
4061975;6;1;4;0
4061975;6;2;8;-1
4061975;6;3;11;0
4061975;6;4;10;1
4061975;6;5;5;0
4061975;6;6;3;0
4061975;7;1;14;-1
4061975;7;2;15;0
4061975;7;3;5;0
4061975;7;4;13;0
4061975;7;5;6;0
4061975;7;6;11;1
4061975;8;1;9;-1
4061975;8;2;12;0
4061975;8;3;4;0
4061975;8;4;2;0
4061975;8;5;7;0
4061975;8;6;1;1
4061980;1;1;1;0
4061980;1;2;8;0
4061980;1;3;12;-1
4061980;1;4;3;1
4061980;1;5;11;0
4061980;1;6;10;0
4061980;2;1;6;0
4061980;2;2;7;1
4061980;2;3;4;0
4061980;2;4;9;-1
4061980;2;5;15;0
4061980;2;6;2;0
4061980;3;1;5;0
4061980;3;2;10;0
4061980;3;3;15;0
4061980;3;4;3;1
4061980;3;5;13;-1
4061980;3;6;14;0
4061980;4;1;5;0
4061980;4;2;2;-1
4061980;4;3;1;0
4061980;4;4;12;0
4061980;4;5;8;0
4061980;4;6;11;1
4061980;5;1;13;0
4061980;5;2;7;0
4061980;5;3;4;0
4061980;5;4;14;1
4061980;5;5;6;-1
4061980;5;6;9;0
4061980;6;1;13;0
4061980;6;2;11;1
4061980;6;3;5;0
4061980;6;4;8;0
4061980;6;5;12;0
4061980;6;6;2;-1
4061980;7;1;15;-1
4061980;7;2;7;0
4061980;7;3;14;0
4061980;7;4;9;0
4061980;7;5;1;1
4061980;7;6;6;0
4061980;8;1;6;0
4061980;8;2;1;0
4061980;8;3;14;-1
4061980;8;4;3;0
4061980;8;5;10;1
4061980;8;6;4;0
4061985;1;1;5;0
4061985;1;2;3;-1
4061985;1;3;14;0
4061985;1;4;2;1
4061985;1;5;9;0
4061985;1;6;12;0
4061985;2;1;10;-1
4061985;2;2;13;0
4061985;2;3;8;0
4061985;2;4;1;0
4061985;2;5;6;1
4061985;2;6;2;0
4061985;3;1;5;0
4061985;3;2;4;0
4061985;3;3;11;0
4061985;3;4;7;0
4061985;3;5;15;1
4061985;3;6;9;-1
4061985;4;1;3;-1
4061985;4;2;5;0
4061985;4;3;6;0
4061985;4;4;2;1
4061985;4;5;1;0
4061985;4;6;4;0
4061985;5;1;9;0
4061985;5;2;11;0
4061985;5;3;14;1
4061985;5;4;13;-1
4061985;5;5;12;0
4061985;5;6;7;0
4061985;6;1;13;0
4061985;6;2;15;1
4061985;6;3;10;-1
4061985;6;4;14;0
4061985;6;5;1;0
4061985;6;6;8;0
4061985;7;1;6;0
4061985;7;2;15;1
4061985;7;3;7;0
4061985;7;4;12;0
4061985;7;5;11;-1
4061985;7;6;8;0
4061985;8;1;5;0
4061985;8;2;10;0
4061985;8;3;9;0
4061985;8;4;2;1
4061985;8;5;4;0
4061985;8;6;3;-1
4061991;1;1;3;1
4061991;1;2;13;-1
4061991;1;3;8;0
4061991;1;4;1;0
4061991;1;5;12;0
4061991;1;6;6;0
4061991;2;1;15;0
4061991;2;2;4;0
4061991;2;3;5;0
4061991;2;4;10;0
4061991;2;5;2;1
4061991;2;6;9;-1
4061991;3;1;11;0
4061991;3;2;13;-1
4061991;3;3;7;1
4061991;3;4;5;0
4061991;3;5;14;0
4061991;3;6;1;0
4061991;4;1;9;0
4061991;4;2;10;-1
4061991;4;3;3;0
4061991;4;4;6;0
4061991;4;5;4;1
4061991;4;6;12;0
4061991;5;1;11;-1
4061991;5;2;2;0
4061991;5;3;15;0
4061991;5;4;14;0
4061991;5;5;7;1
4061991;5;6;8;0
4061991;6;1;3;0
4061991;6;2;1;1
4061991;6;3;6;0
4061991;6;4;8;0
4061991;6;5;13;-1
4061991;6;6;12;0
4061991;7;1;15;0
4061991;7;2;5;0
4061991;7;3;11;-1
4061991;7;4;4;0
4061991;7;5;7;1
4061991;7;6;9;0
4061991;8;1;13;0
4061991;8;2;7;1
4061991;8;3;15;0
4061991;8;4;10;-1
4061991;8;5;2;0
4061991;8;6;14;0
4061995;1;1;3;1
4061995;1;2;12;0
4061995;1;3;1;-1
4061995;1;4;5;0
4061995;1;5;14;0
4061995;1;6;11;0
4061995;2;1;10;0
4061995;2;2;4;-1
4061995;2;3;13;1
4061995;2;4;2;0
4061995;2;5;9;0
4061995;2;6;7;0
4061995;3;1;14;0
4061995;3;2;8;0
4061995;3;3;11;0
4061995;3;4;12;0
4061995;3;5;15;1
4061995;3;6;6;-1
4061995;4;1;13;0
4061995;4;2;9;-1
4061995;4;3;4;0
4061995;4;4;15;1
4061995;4;5;5;0
4061995;4;6;8;0
4061995;5;1;6;0
4061995;5;2;2;1
4061995;5;3;10;0
4061995;5;4;1;-1
4061995;5;5;14;0
4061995;5;6;12;0
4061995;6;1;3;1
4061995;6;2;1;-1
4061995;6;3;7;0
4061995;6;4;10;0
4061995;6;5;11;0
4061995;6;6;2;0
4061995;7;1;3;0
4061995;7;2;12;0
4061995;7;3;7;0
4061995;7;4;15;1
4061995;7;5;9;-1
4061995;7;6;14;0
4061995;8;1;8;0
4061995;8;2;5;0
4061995;8;3;4;-1
4061995;8;4;6;0
4061995;8;5;13;1
4061995;8;6;11;0
4062037;1;1;12;0
4062037;1;2;4;-1
4062037;1;3;1;0
4062037;1;4;15;0
4062037;1;5;3;1
4062037;1;6;6;0
4062037;2;1;10;1
4062037;2;2;8;0
4062037;2;3;9;-1
4062037;2;4;12;0
4062037;2;5;14;0
4062037;2;6;2;0
4062037;3;1;5;1
4062037;3;2;11;-1
4062037;3;3;7;0
4062037;3;4;9;0
4062037;3;5;2;0
4062037;3;6;8;0
4062037;4;1;1;0
4062037;4;2;13;0
4062037;4;3;4;-1
4062037;4;4;3;1
4062037;4;5;15;0
4062037;4;6;6;0
4062037;5;1;10;1
4062037;5;2;11;-1
4062037;5;3;9;0
4062037;5;4;8;0
4062037;5;5;6;0
4062037;5;6;12;0
4062037;6;1;14;0
4062037;6;2;4;-1
4062037;6;3;7;0
4062037;6;4;13;1
4062037;6;5;3;0
4062037;6;6;2;0
4062037;7;1;13;1
4062037;7;2;10;0
4062037;7;3;1;0
4062037;7;4;5;0
4062037;7;5;9;-1
4062037;7;6;15;0
4062037;8;1;14;0
4062037;8;2;12;1
4062037;8;3;7;0
4062037;8;4;8;0
4062037;8;5;4;-1
4062037;8;6;1;0
4062039;1;1;1;0
4062039;1;2;10;-1
4062039;1;3;5;0
4062039;1;4;3;0
4062039;1;5;7;0
4062039;1;6;2;1
4062039;2;1;3;0
4062039;2;2;13;0
4062039;2;3;8;-1
4062039;2;4;4;0
4062039;2;5;15;1
4062039;2;6;2;0
4062039;3;1;11;0
4062039;3;2;7;0
4062039;3;3;5;0
4062039;3;4;14;1
4062039;3;5;9;-1
4062039;3;6;6;0
4062039;4;1;3;0
4062039;4;2;12;1
4062039;4;3;8;0
4062039;4;4;10;-1
4062039;4;5;1;0
4062039;4;6;11;0
4062039;5;1;9;0
4062039;5;2;13;-1
4062039;5;3;6;0
4062039;5;4;10;0
4062039;5;5;2;0
4062039;5;6;14;1
4062039;6;1;7;0
4062039;6;2;12;0
4062039;6;3;4;-1
4062039;6;4;1;0
4062039;6;5;15;0
4062039;6;6;5;1
4062039;7;1;10;0
4062039;7;2;11;0
4062039;7;3;13;0
4062039;7;4;9;0
4062039;7;5;8;-1
4062039;7;6;12;1
4062039;8;1;2;0
4062039;8;2;3;0
4062039;8;3;15;1
4062039;8;4;1;0
4062039;8;5;7;-1
4062039;8;6;14;0
4062147;1;1;8;0
4062147;1;2;14;0
4062147;1;3;1;-1
4062147;1;4;10;0
4062147;1;5;2;0
4062147;1;6;9;1
4062147;2;1;4;0
4062147;2;2;6;0
4062147;2;3;12;0
4062147;2;4;15;-1
4062147;2;5;11;0
4062147;2;6;3;1
4062147;3;1;3;0
4062147;3;2;7;0
4062147;3;3;12;1
4062147;3;4;1;-1
4062147;3;5;4;0
4062147;3;6;11;0
4062147;4;1;9;0
4062147;4;2;2;-1
4062147;4;3;6;1
4062147;4;4;5;0
4062147;4;5;14;0
4062147;4;6;10;0
4062147;5;1;11;0
4062147;5;2;4;0
4062147;5;3;6;0
4062147;5;4;13;1
4062147;5;5;8;0
4062147;5;6;15;-1
4062147;6;1;10;0
4062147;6;2;12;0
4062147;6;3;8;1
4062147;6;4;7;0
4062147;6;5;14;0
4062147;6;6;1;-1
4062147;7;1;3;1
4062147;7;2;15;-1
4062147;7;3;2;0
4062147;7;4;13;0
4062147;7;5;9;0
4062147;7;6;5;0
4062147;8;1;10;0
4062147;8;2;3;0
4062147;8;3;9;1
4062147;8;4;4;0
4062147;8;5;2;-1
4062147;8;6;7;0
4062172;1;1;10;1
4062172;1;2;2;0
4062172;1;3;9;-1
4062172;1;4;11;0
4062172;1;5;12;0
4062172;1;6;5;0
4062172;2;1;15;-1
4062172;2;2;13;0
4062172;2;3;3;1
4062172;2;4;5;0
4062172;2;5;6;0
4062172;2;6;10;0
4062172;3;1;4;0
4062172;3;2;2;0
4062172;3;3;14;-1
4062172;3;4;8;0
4062172;3;5;1;1
4062172;3;6;7;0
4062172;4;1;15;-1
4062172;4;2;4;0
4062172;4;3;9;0
4062172;4;4;7;1
4062172;4;5;2;0
4062172;4;6;3;0
4062172;5;1;14;-1
4062172;5;2;13;0
4062172;5;3;8;0
4062172;5;4;5;1
4062172;5;5;6;0
4062172;5;6;11;0
4062172;6;1;4;0
4062172;6;2;12;0
4062172;6;3;14;-1
4062172;6;4;1;1
4062172;6;5;9;0
4062172;6;6;10;0
4062172;7;1;11;-1
4062172;7;2;7;1
4062172;7;3;5;0
4062172;7;4;3;0
4062172;7;5;6;0
4062172;7;6;10;0
4062172;8;1;2;0
4062172;8;2;1;1
