InterviewID;task;item;att1;cho
4057634;6;4;5;0
4057634;6;5;9;0
4057634;6;6;8;0
4057634;6;7;0;0
4057634;7;1;8;0
4057634;7;2;1;0
4057634;7;3;7;0
4057634;7;4;9;0
4057634;7;5;14;1
4057634;7;6;4;0
4057634;7;7;0;0
4057634;8;1;3;0
4057634;8;2;8;0
4057634;8;3;12;1
4057634;8;4;6;0
4057634;8;5;5;0
4057634;8;6;2;0
4057634;8;7;0;0
4057634;9;1;10;1
4057634;9;2;14;0
4057634;9;3;9;0
4057634;9;4;6;0
4057634;9;5;4;0
4057634;9;6;2;0
4057634;9;7;0;0
4057634;10;1;7;0
4057634;10;2;5;0
4057634;10;3;1;0
4057634;10;4;3;0
4057634;10;5;20;1
4057634;10;6;2;0
4057634;10;7;0;0
4058055;1;1;4;0
4058055;1;2;3;0
4058055;1;3;8;0
4058055;1;4;6;1
4058055;1;5;20;0
4058055;1;6;18;0
4058055;1;7;0;0
4058055;2;1;3;0
4058055;2;2;8;0
4058055;2;3;2;0
4058055;2;4;5;0
4058055;2;5;7;0
4058055;2;6;23;1
4058055;2;7;0;0
4058055;3;1;5;0
4058055;3;2;17;1
4058055;3;3;3;0
4058055;3;4;7;0
4058055;3;5;9;0
4058055;3;6;1;0
4058055;3;7;0;0
4058055;4;1;2;0
4058055;4;2;6;1
4058055;4;3;9;0
4058055;4;4;1;0
4058055;4;5;4;0
4058055;4;6;21;0
4058055;4;7;0;0
4058055;5;1;8;0
4058055;5;2;11;1
4058055;5;3;2;0
4058055;5;4;4;0
4058055;5;5;9;0
4058055;5;6;6;0
4058055;5;7;0;0
4058055;6;1;1;0
4058055;6;2;10;0
4058055;6;3;5;0
4058055;6;4;8;0
4058055;6;5;7;1
4058055;6;6;3;0
4058055;6;7;0;0
4058055;7;1;2;1
4058055;7;2;8;0
4058055;7;3;3;0
4058055;7;4;1;0
4058055;7;5;9;0
4058055;7;6;4;0
4058055;7;7;0;0
4058055;8;1;7;0
4058055;8;2;6;0
4058055;8;3;5;0
4058055;8;4;8;0
4058055;8;5;21;0
4058055;8;6;17;1
4058055;8;7;0;0
4058055;9;1;9;0
4058055;9;2;5;0
4058055;9;3;2;1
4058055;9;4;7;0
4058055;9;5;16;0
4058055;9;6;3;0
4058055;9;7;0;0
4058055;10;1;8;0
4058055;10;2;9;0
4058055;10;3;1;0
4058055;10;4;4;0
4058055;10;5;17;1
4058055;10;6;6;0
4058055;10;7;0;0
4058415;1;1;2;0
4058415;1;2;13;1
4058415;1;3;1;0
4058415;1;4;5;0
4058415;1;5;8;0
4058415;1;6;7;0
4058415;1;7;0;0
4058415;2;1;9;1
4058415;2;2;3;0
4058415;2;3;6;0
4058415;2;4;4;0
4058415;2;5;13;0
4058415;2;6;2;0
4058415;2;7;0;0
4058415;3;1;17;0
4058415;3;2;5;0
4058415;3;3;8;0
4058415;3;4;1;1
4058415;3;5;4;0
4058415;3;6;11;0
4058415;3;7;0;0
4058415;4;1;8;0
4058415;4;2;21;0
4058415;4;3;3;0
4058415;4;4;9;1
4058415;4;5;7;0
4058415;4;6;6;0
4058415;4;7;0;0
4058415;5;1;1;1
4058415;5;2;7;0
4058415;5;3;5;0
4058415;5;4;3;0
4058415;5;5;4;0
4058415;5;6;2;0
4058415;5;7;0;0
4058415;6;1;5;0
4058415;6;2;6;0
4058415;6;3;7;0
4058415;6;4;9;1
4058415;6;5;15;0
4058415;6;6;1;0
4058415;6;7;0;0
4058415;7;1;2;0
4058415;7;2;18;0
4058415;7;3;6;0
4058415;7;4;9;1
4058415;7;5;3;0
4058415;7;6;8;0
4058415;7;7;0;0
4058415;8;1;6;0
4058415;8;2;9;1
4058415;8;3;4;0
4058415;8;4;7;0
4058415;8;5;3;0
4058415;8;6;16;0
4058415;8;7;0;0
4058415;9;1;5;0
4058415;9;2;21;0
4058415;9;3;2;0
4058415;9;4;1;1
4058415;9;5;8;0
4058415;9;6;4;0
4058415;9;7;0;0
4058415;10;1;10;0
4058415;10;2;16;0
4058415;10;3;1;1
4058415;10;4;3;0
4058415;10;5;8;0
4058415;10;6;6;0
4058415;10;7;0;0
4058751;1;1;8;0
4058751;1;2;23;0
4058751;1;3;3;0
4058751;1;4;7;0
4058751;1;5;6;1
4058751;1;6;4;0
4058751;1;7;0;0
4058751;2;1;3;0
4058751;2;2;7;0
4058751;2;3;5;0
4058751;2;4;2;0
4058751;2;5;6;0
4058751;2;6;20;1
4058751;2;7;0;0
4058751;3;1;8;0
4058751;3;2;9;0
4058751;3;3;4;0
4058751;3;4;1;1
4058751;3;5;2;0
4058751;3;6;10;0
4058751;3;7;0;0
4058751;4;1;12;0
4058751;4;2;4;0
4058751;4;3;5;0
4058751;4;4;8;0
4058751;4;5;1;0
4058751;4;6;6;1
4058751;4;7;0;0
4058751;5;1;7;0
4058751;5;2;8;0
4058751;5;3;12;0
4058751;5;4;3;0
4058751;5;5;9;1
4058751;5;6;19;0
4058751;5;7;0;0
4058751;6;1;7;0
4058751;6;2;9;0
4058751;6;3;3;0
4058751;6;4;22;0
4058751;6;5;1;1
4058751;6;6;2;0
4058751;6;7;0;0
4058751;7;1;4;0
4058751;7;2;1;0
4058751;7;3;6;1
4058751;7;4;9;0
4058751;7;5;17;0
4058751;7;6;5;0
4058751;7;7;0;0
4058751;8;1;6;1
4058751;8;2;7;0
4058751;8;3;3;0
4058751;8;4;5;0
4058751;8;5;2;0
4058751;8;6;4;0
4058751;8;7;0;0
4058751;9;1;8;0
4058751;9;2;12;0
4058751;9;3;2;0
4058751;9;4;6;0
4058751;9;5;1;1
4058751;9;6;3;0
4058751;9;7;0;0
4058751;10;1;5;0
4058751;10;2;4;0
4058751;10;3;9;0
4058751;10;4;7;0
4058751;10;5;8;1
4058751;10;6;14;0
4058751;10;7;0;0
4058933;1;1;1;1
4058933;1;2;4;0
4058933;1;3;7;0
4058933;1;4;5;0
4058933;1;5;3;0
4058933;1;6;9;0
4058933;1;7;0;0
4058933;2;1;8;0
4058933;2;2;6;0
4058933;2;3;18;1
4058933;2;4;4;0
4058933;2;5;2;0
4058933;2;6;7;0
4058933;2;7;0;0
4058933;3;1;9;0
4058933;3;2;18;0
4058933;3;3;5;0
4058933;3;4;2;0
4058933;3;5;7;0
4058933;3;6;1;1
4058933;3;7;0;0
4058933;4;1;5;0
4058933;4;2;21;1
4058933;4;3;10;0
4058933;4;4;6;0
4058933;4;5;9;0
4058933;4;6;3;0
4058933;4;7;0;0
4058933;5;1;7;0
4058933;5;2;3;0
4058933;5;3;1;0
4058933;5;4;8;0
4058933;5;5;12;1
4058933;5;6;4;0
4058933;5;7;0;0
4058933;6;1;2;0
4058933;6;2;8;0
4058933;6;3;4;0
4058933;6;4;5;0
4058933;6;5;1;0
4058933;6;6;22;1
4058933;6;7;0;0
4058933;7;1;20;0
4058933;7;2;9;0
4058933;7;3;15;1
4058933;7;4;8;0
4058933;7;5;6;0
4058933;7;6;4;0
4058933;7;7;0;0
4058933;8;1;9;0
4058933;8;2;5;0
4058933;8;3;7;0
4058933;8;4;2;0
4058933;8;5;6;0
4058933;8;6;1;1
4058933;8;7;0;0
4058933;9;1;2;0
4058933;9;2;8;0
4058933;9;3;5;0
4058933;9;4;4;0
4058933;9;5;3;0
4058933;9;6;17;1
4058933;9;7;0;0
4058933;10;1;6;0
4058933;10;2;7;0
4058933;10;3;14;1
4058933;10;4;1;0
4058933;10;5;9;0
4058933;10;6;3;0
4058933;10;7;0;0
4059152;1;1;4;0
4059152;1;2;3;0
4059152;1;3;12;0
4059152;1;4;17;1
4059152;1;5;7;0
4059152;1;6;6;0
4059152;1;7;0;0
4059152;2;1;7;0
4059152;2;2;9;0
4059152;2;3;5;0
4059152;2;4;1;0
4059152;2;5;16;1
4059152;2;6;2;0
4059152;2;7;0;0
4059152;3;1;22;0
4059152;3;2;5;0
4059152;3;3;2;0
4059152;3;4;6;0
4059152;3;5;8;0
4059152;3;6;3;1
4059152;3;7;0;0
4059152;4;1;4;1
4059152;4;2;3;0
4059152;4;3;1;0
4059152;4;4;15;0
4059152;4;5;2;0
4059152;4;6;5;0
4059152;4;7;0;0
4059152;5;1;1;0
4059152;5;2;13;0
4059152;5;3;6;0
4059152;5;4;8;0
4059152;5;5;9;0
4059152;5;6;7;1
4059152;5;7;0;0
4059152;6;1;3;0
4059152;6;2;12;0
4059152;6;3;9;0
4059152;6;4;4;1
4059152;6;5;5;0
4059152;6;6;8;0
4059152;6;7;0;0
4059152;7;1;7;0
4059152;7;2;1;0
4059152;7;3;4;0
4059152;7;4;6;0
4059152;7;5;19;1
4059152;7;6;2;0
4059152;7;7;0;0
4059152;8;1;20;1
4059152;8;2;9;0
4059152;8;3;17;0
4059152;8;4;5;0
4059152;8;5;8;0
4059152;8;6;7;0
4059152;8;7;0;0
4059152;9;1;2;0
4059152;9;2;6;0
4059152;9;3;21;1
4059152;9;4;4;0
4059152;9;5;1;0
4059152;9;6;3;0
4059152;9;7;0;0
4059152;10;1;7;0
4059152;10;2;4;0
4059152;10;3;9;0
4059152;10;4;8;0
4059152;10;5;3;0
4059152;10;6;6;1
4059152;10;7;0;0
4059167;1;1;4;0
4059167;1;2;9;0
4059167;1;3;8;0
4059167;1;4;17;0
4059167;1;5;1;0
4059167;1;6;2;0
4059167;1;7;0;1
4059167;2;1;6;0
4059167;2;2;21;0
4059167;2;3;5;0
4059167;2;4;7;0
4059167;2;5;12;0
4059167;2;6;3;1
4059167;2;7;0;0
4059167;3;1;7;0
4059167;3;2;3;1
4059167;3;3;4;0
4059167;3;4;20;0
4059167;3;5;2;0
4059167;3;6;8;0
4059167;3;7;0;0
4059167;4;1;9;1
4059167;4;2;4;0
4059167;4;3;5;0
4059167;4;4;1;0
4059167;4;5;6;0
4059167;4;6;8;0
4059167;4;7;0;0
4059167;5;1;2;0
4059167;5;2;1;0
4059167;5;3;14;0
4059167;5;4;7;0
4059167;5;5;3;0
4059167;5;6;19;1
4059167;5;7;0;0
4059167;6;1;9;0
4059167;6;2;5;0
4059167;6;3;3;1
4059167;6;4;6;0
4059167;6;5;1;0
4059167;6;6;4;0
4059167;6;7;0;0
4059167;7;1;2;0
4059167;7;2;23;1
4059167;7;3;8;0
4059167;7;4;9;0
4059167;7;5;5;0
4059167;7;6;20;0
4059167;7;7;0;0
4059167;8;1;5;0
4059167;8;2;4;0
4059167;8;3;6;0
4059167;8;4;9;1
4059167;8;5;7;0
4059167;8;6;2;0
4059167;8;7;0;0
4059167;9;1;8;0
4059167;9;2;12;0
4059167;9;3;7;0
4059167;9;4;3;1
4059167;9;5;1;0
4059167;9;6;6;0
4059167;9;7;0;0
4059167;10;1;9;0
4059167;10;2;5;0
4059167;10;3;22;1
4059167;10;4;15;0
4059167;10;5;1;0
4059167;10;6;2;0
4059167;10;7;0;0
4059261;1;1;9;0
4059261;1;2;8;0
4059261;1;3;7;1
4059261;1;4;2;0
4059261;1;5;5;0
4059261;1;6;1;0
4059261;1;7;0;0
4059261;2;1;3;0
4059261;2;2;7;1
4059261;2;3;15;0
4059261;2;4;17;0
4059261;2;5;4;0
4059261;2;6;6;0
4059261;2;7;0;0
4059261;3;1;8;0
4059261;3;2;23;0
4059261;3;3;2;0
4059261;3;4;5;0
4059261;3;5;7;1
4059261;3;6;19;0
4059261;3;7;0;0
4059261;4;1;6;0
4059261;4;2;1;0
4059261;4;3;4;0
4059261;4;4;9;1
4059261;4;5;2;0
4059261;4;6;8;0
4059261;4;7;0;0
4059261;5;1;4;0
4059261;5;2;23;0
4059261;5;3;8;0
4059261;5;4;3;0
4059261;5;5;9;1
4059261;5;6;6;0
4059261;5;7;0;0
4059261;6;1;3;0
4059261;6;2;1;0
4059261;6;3;21;1
4059261;6;4;7;0
4059261;6;5;5;0
4059261;6;6;2;0
4059261;6;7;0;0
4059261;7;1;4;0
4059261;7;2;19;0
4059261;7;3;2;0
4059261;7;4;7;1
4059261;7;5;8;0
4059261;7;6;3;0
4059261;7;7;0;0
4059261;8;1;1;0
4059261;8;2;7;0
4059261;8;3;5;0
4059261;8;4;22;0
4059261;8;5;9;1
4059261;8;6;6;0
4059261;8;7;0;0
4059261;9;1;9;1
4059261;9;2;18;0
4059261;9;3;3;0
4059261;9;4;8;0
4059261;9;5;1;0
4059261;9;6;5;0
4059261;9;7;0;0
4059261;10;1;4;0
4059261;10;2;3;0
4059261;10;3;7;0
4059261;10;4;2;1
4059261;10;5;6;0
4059261;10;6;17;0
4059261;10;7;0;0
4059293;1;1;5;0
4059293;1;2;2;1
4059293;1;3;7;0
4059293;1;4;1;0
4059293;1;5;9;0
4059293;1;6;22;0
4059293;1;7;0;0
4059293;2;1;11;0
4059293;2;2;7;0
4059293;2;3;3;1
4059293;2;4;8;0
4059293;2;5;4;0
4059293;2;6;9;0
4059293;2;7;0;0
4059293;3;1;14;0
4059293;3;2;2;0
4059293;3;3;5;0
4059293;3;4;23;1
4059293;3;5;4;0
4059293;3;6;3;0
4059293;3;7;0;0
4059293;4;1;5;0
4059293;4;2;1;0
4059293;4;3;4;0
4059293;4;4;8;0
4059293;4;5;2;1
4059293;4;6;6;0
4059293;4;7;0;0
4059293;5;1;3;1
4059293;5;2;9;0
4059293;5;3;13;0
4059293;5;4;6;0
4059293;5;5;11;0
4059293;5;6;7;0
4059293;5;7;0;0
4059293;6;1;3;1
4059293;6;2;4;0
4059293;6;3;14;0
4059293;6;4;2;0
4059293;6;5;8;0
4059293;6;6;7;0
4059293;6;7;0;0
4059293;7;1;5;0
4059293;7;2;6;0
4059293;7;3;1;0
4059293;7;4;3;1
4059293;7;5;9;0
4059293;7;6;11;0
4059293;7;7;0;0
4059293;8;1;2;1
4059293;8;2;6;0
4059293;8;3;1;0
4059293;8;4;12;0
4059293;8;5;4;0
4059293;8;6;8;0
4059293;8;7;0;0
4059293;9;1;1;1
4059293;9;2;9;0
4059293;9;3;6;0
4059293;9;4;23;0
4059293;9;5;5;0
4059293;9;6;7;0
4059293;9;7;0;0
4059293;10;1;16;0
4059293;10;2;9;0
4059293;10;3;2;1
4059293;10;4;5;0
4059293;10;5;7;0
4059293;10;6;4;0
4059293;10;7;0;0
4061777;1;1;4;0
4061777;1;2;3;0
4061777;1;3;8;0
4061777;1;4;6;0
4061777;1;5;12;0
4061777;1;6;17;1
4061777;1;7;0;0
4061777;2;1;3;0
4061777;2;2;8;0
4061777;2;3;2;0
4061777;2;4;5;0
4061777;2;5;7;0
4061777;2;6;15;1
4061777;2;7;0;0
4061777;3;1;5;0
4061777;3;2;12;0
4061777;3;3;3;0
4061777;3;4;7;0
4061777;3;5;9;1
4061777;3;6;1;0
4061777;3;7;0;0
4061777;4;1;2;0
4061777;4;2;6;0
4061777;4;3;9;1
4061777;4;4;1;0
4061777;4;5;4;0
4061777;4;6;12;0
4061777;4;7;0;0
4061777;5;1;8;0
4061777;5;2;10;1
4061777;5;3;2;0
4061777;5;4;4;0
4061777;5;5;9;0
4061777;5;6;6;0
4061777;5;7;0;0
4061777;6;1;1;0
4061777;6;2;20;1
4061777;6;3;5;0
4061777;6;4;8;0
4061777;6;5;7;0
4061777;6;6;3;0
4061777;6;7;0;0
4061777;7;1;2;0
4061777;7;2;8;0
4061777;7;3;3;0
4061777;7;4;1;0
4061777;7;5;9;1
4061777;7;6;4;0
4061777;7;7;0;0
4061777;8;1;7;0
4061777;8;2;6;0
4061777;8;3;5;0
4061777;8;4;8;0
4061777;8;5;15;1
4061777;8;6;21;0
4061777;8;7;0;0
4061777;9;1;9;1
4061777;9;2;5;0
4061777;9;3;2;0
4061777;9;4;7;0
4061777;9;5;22;0
4061777;9;6;3;0
4061777;9;7;0;0
4061777;10;1;8;0
4061777;10;2;9;1
4061777;10;3;1;0
4061777;10;4;4;0
4061777;10;5;21;0
4061777;10;6;6;0
4061777;10;7;0;0
4061809;1;1;1;0
4061809;1;2;23;1
4061809;1;3;5;0
4061809;1;4;9;0
4061809;1;5;6;0
4061809;1;6;2;0
4061809;1;7;0;0
4061809;2;1;2;0
4061809;2;2;1;0
4061809;2;3;21;0
4061809;2;4;17;1
4061809;2;5;4;0
4061809;2;6;7;0
4061809;2;7;0;0
4061809;3;1;4;0
4061809;3;2;3;0
4061809;3;3;6;0
4061809;3;4;2;0
4061809;3;5;8;0
4061809;3;6;5;1
4061809;3;7;0;0
4061809;4;1;7;0
4061809;4;2;13;0
4061809;4;3;9;0
4061809;4;4;1;0
4061809;4;5;5;1
4061809;4;6;3;0
4061809;4;7;0;0
4061809;5;1;8;0
4061809;5;2;3;0
4061809;5;3;16;0
4061809;5;4;21;0
4061809;5;5;4;1
4061809;5;6;6;0
4061809;5;7;0;0
4061809;6;1;1;0
4061809;6;2;9;0
4061809;6;3;8;0
4061809;6;4;7;0
4061809;6;5;2;1
4061809;6;6;5;0
4061809;6;7;0;0
4061809;7;1;4;0
4061809;7;2;1;0
4061809;7;3;7;0
4061809;7;4;6;1
4061809;7;5;8;0
4061809;7;6;18;0
4061809;7;7;0;0
4061809;8;1;18;1
4061809;8;2;9;0
4061809;8;3;2;0
4061809;8;4;3;0
4061809;8;5;14;0
4061809;8;6;5;0
4061809;8;7;0;0
4061809;9;1;1;0
4061809;9;2;6;0
4061809;9;3;7;0
4061809;9;4;5;0
4061809;9;5;4;1
4061809;9;6;18;0
4061809;9;7;0;0
4061809;10;1;15;0
4061809;10;2;9;0
4061809;10;3;4;0
4061809;10;4;8;0
4061809;10;5;3;0
4061809;10;6;2;1
4061809;10;7;0;0
4061974;1;1;1;0
4061974;1;2;7;0
4061974;1;3;4;0
4061974;1;4;2;0
4061974;1;5;5;0
4061974;1;6;8;0
4061974;1;7;0;1
4061974;2;1;22;1
4061974;2;2;3;0
4061974;2;3;9;0
4061974;2;4;13;0
4061974;2;5;6;0
4061974;2;6;8;0
4061974;2;7;0;0
4061974;3;1;2;0
4061974;3;2;6;0
4061974;3;3;22;1
4061974;3;4;1;0
4061974;3;5;7;0
4061974;3;6;5;0
4061974;3;7;0;0
4061974;4;1;4;0
4061974;4;2;3;0
4061974;4;3;8;0
4061974;4;4;5;0
4061974;4;5;21;1
4061974;4;6;9;0
4061974;4;7;0;0
4061974;5;1;15;0
4061974;5;2;19;0
4061974;5;3;4;0
4061974;5;4;8;0
4061974;5;5;3;0
4061974;5;6;2;0
4061974;5;7;0;1
4061974;6;1;6;0
4061974;6;2;9;0
4061974;6;3;3;0
4061974;6;4;17;0
4061974;6;5;7;0
4061974;6;6;1;0
4061974;6;7;0;1
4061974;7;1;6;0
4061974;7;2;7;0
4061974;7;3;1;0
4061974;7;4;8;0
4061974;7;5;4;0
4061974;7;6;5;0
4061974;7;7;0;1
4061974;8;1;2;0
4061974;8;2;9;0
4061974;8;3;21;1
4061974;8;4;3;0
4061974;8;5;6;0
4061974;8;6;13;0
4061974;8;7;0;0
4061974;9;1;1;0
4061974;9;2;4;0
4061974;9;3;8;0
4061974;9;4;5;0
4061974;9;5;9;0
4061974;9;6;14;0
4061974;9;7;0;1
4061974;10;1;7;0
4061974;10;2;9;0
4061974;10;3;2;0
4061974;10;4;5;0
4061974;10;5;8;0
4061974;10;6;3;0
4061974;10;7;0;1
4061975;1;1;2;0
4061975;1;2;1;1
4061975;1;3;16;0
4061975;1;4;7;0
4061975;1;5;16;0
4061975;1;6;6;0
4061975;1;7;0;0
4061975;2;1;8;0
4061975;2;2;5;0
4061975;2;3;6;0
4061975;2;4;4;0
4061975;2;5;7;0
4061975;2;6;2;1
4061975;2;7;0;0
4061975;3;1;4;0
4061975;3;2;15;0
4061975;3;3;1;0
4061975;3;4;9;0
4061975;3;5;11;0
4061975;3;6;3;1
4061975;3;7;0;0
4061975;4;1;8;0
4061975;4;2;6;0
4061975;4;3;7;0
4061975;4;4;9;1
4061975;4;5;4;0
4061975;4;6;5;0
4061975;4;7;0;0
4061975;5;1;18;0
4061975;5;2;8;0
4061975;5;3;2;0
4061975;5;4;17;0
4061975;5;5;3;1
4061975;5;6;1;0
4061975;5;7;0;0
4061975;6;1;1;1
4061975;6;2;3;0
4061975;6;3;12;0
4061975;6;4;6;0
4061975;6;5;9;0
4061975;6;6;2;0
4061975;6;7;0;0
4061975;7;1;7;0
4061975;7;2;1;1
4061975;7;3;5;0
4061975;7;4;15;0
4061975;7;5;12;0
4061975;7;6;4;0
4061975;7;7;0;0
4061975;8;1;9;1
4061975;8;2;2;0
4061975;8;3;6;0
4061975;8;4;20;0
4061975;8;5;4;0
4061975;8;6;5;0
4061975;8;7;0;0
4061975;9;1;12;0
4061975;9;2;7;0
4061975;9;3;8;0
4061975;9;4;3;1
4061975;9;5;1;0
4061975;9;6;9;0
4061975;9;7;0;0
4061975;10;1;13;0
4061975;10;2;8;0
4061975;10;3;3;1
4061975;10;4;5;0
4061975;10;5;4;0
4061975;10;6;6;0
4061975;10;7;0;0
4061980;1;1;2;0
4061980;1;2;6;0
4061980;1;3;1;1
4061980;1;4;9;0
4061980;1;5;3;0
4061980;1;6;4;0
4061980;1;7;0;0
4061980;2;1;20;0
4061980;2;2;5;0
4061980;2;3;15;0
4061980;2;4;8;0
4061980;2;5;6;0
4061980;2;6;7;1
4061980;2;7;0;0
4061980;3;1;2;1
4061980;3;2;23;0
4061980;3;3;5;0
4061980;3;4;9;0
4061980;3;5;7;0
4061980;3;6;8;0
4061980;3;7;0;0
4061980;4;1;3;1
4061980;4;2;7;0
4061980;4;3;1;0
4061980;4;4;4;0
4061980;4;5;8;0
4061980;4;6;11;0
4061980;4;7;0;0
4061980;5;1;5;0
4061980;5;2;6;0
4061980;5;3;3;0
4061980;5;4;2;0
4061980;5;5;9;1
4061980;5;6;1;0
4061980;5;7;0;0
4061980;6;1;23;0
4061980;6;2;7;0
4061980;6;3;12;0
4061980;6;4;4;0
4061980;6;5;8;0
4061980;6;6;9;1
4061980;6;7;0;0
4061980;7;1;6;1
4061980;7;2;4;0
