"","resp.id","rating","speed","height","const","theme"
"61",4,10,"60","300","Steel","Dragon"
"62",4,5,"40","200","Steel","Dragon"
"63",4,1,"40","200","Wood","Eagle"
"64",4,7,"70","200","Wood","Eagle"
"65",5,6,"40","300","Steel","Dragon"
"66",5,5,"50","200","Wood","Dragon"
"67",5,8,"50","300","Wood","Dragon"
"68",5,7,"60","300","Wood","Eagle"
"69",5,5,"60","400","Wood","Eagle"
"70",5,2,"50","400","Steel","Eagle"
"71",5,6,"50","400","Steel","Dragon"
"72",5,1,"40","200","Steel","Dragon"
"73",5,4,"50","200","Wood","Eagle"
"74",5,2,"60","200","Wood","Eagle"
"75",5,10,"70","300","Wood","Eagle"
"76",5,5,"50","300","Steel","Dragon"
"77",5,7,"60","300","Steel","Dragon"
"78",5,1,"40","200","Steel","Dragon"
"79",5,1,"40","200","Wood","Eagle"
"80",5,8,"70","200","Wood","Eagle"
"81",6,7,"40","300","Steel","Dragon"
"82",6,4,"50","200","Wood","Dragon"
"83",6,4,"50","300","Wood","Dragon"
"84",6,8,"60","300","Wood","Eagle"
"85",6,6,"60","400","Wood","Eagle"
"86",6,7,"50","400","Steel","Eagle"
"87",6,4,"50","400","Steel","Dragon"
"88",6,3,"40","200","Steel","Dragon"
"89",6,3,"50","200","Wood","Eagle"
"90",6,8,"60","200","Wood","Eagle"
"91",6,10,"70","300","Wood","Eagle"
"92",6,9,"50","300","Steel","Dragon"
"93",6,7,"60","300","Steel","Dragon"
"94",6,1,"40","200","Steel","Dragon"
"95",6,2,"40","200","Wood","Eagle"
"96",6,7,"70","200","Wood","Eagle"
"97",7,8,"40","300","Steel","Dragon"
"98",7,1,"50","200","Wood","Dragon"
"99",7,5,"50","300","Wood","Dragon"
"100",7,7,"60","300","Wood","Eagle"
"101",7,6,"60","400","Wood","Eagle"
"102",7,6,"50","400","Steel","Eagle"
"103",7,7,"50","400","Steel","Dragon"
"104",7,4,"40","200","Steel","Dragon"
"105",7,5,"50","200","Wood","Eagle"
"106",7,4,"60","200","Wood","Eagle"
"107",7,10,"70","300","Wood","Eagle"
"108",7,8,"50","300","Steel","Dragon"
"109",7,8,"60","300","Steel","Dragon"
"110",7,5,"40","200","Steel","Dragon"
"111",7,3,"40","200","Wood","Eagle"
"112",7,7,"70","200","Wood","Eagle"
"113",8,6,"40","300","Steel","Dragon"
"114",8,5,"50","200","Wood","Dragon"
"115",8,9,"50","300","Wood","Dragon"
"116",8,5,"60","300","Wood","Eagle"
"117",8,5,"60","400","Wood","Eagle"
"118",8,1,"50","400","Steel","Eagle"
"119",8,5,"50","400","Steel","Dragon"
"120",8,2,"40","200","Steel","Dragon"
"121",8,2,"50","200","Wood","Eagle"
"122",8,1,"60","200","Wood","Eagle"
"123",8,10,"70","300","Wood","Eagle"
"124",8,6,"50","300","Steel","Dragon"
"125",8,4,"60","300","Steel","Dragon"
"126",8,1,"40","200","Steel","Dragon"
"127",8,1,"40","200","Wood","Eagle"
"128",8,5,"70","200","Wood","Eagle"
"129",9,5,"40","300","Steel","Dragon"
"130",9,4,"50","200","Wood","Dragon"
"131",9,5,"50","300","Wood","Dragon"
"132",9,8,"60","300","Wood","Eagle"
"133",9,5,"60","400","Wood","Eagle"
"134",9,3,"50","400","Steel","Eagle"
"135",9,5,"50","400","Steel","Dragon"
"136",9,1,"40","200","Steel","Dragon"
"137",9,6,"50","200","Wood","Eagle"
"138",9,5,"60","200","Wood","Eagle"
"139",9,10,"70","300","Wood","Eagle"
"140",9,6,"50","300","Steel","Dragon"
"141",9,5,"60","300","Steel","Dragon"
"142",9,2,"40","200","Steel","Dragon"
"143",9,6,"40","200","Wood","Eagle"
"144",9,6,"70","200","Wood","Eagle"
"145",10,8,"40","300","Steel","Dragon"
"146",10,5,"50","200","Wood","Dragon"
"147",10,9,"50","300","Wood","Dragon"
"148",10,8,"60","300","Wood","Eagle"
"149",10,7,"60","400","Wood","Eagle"
"150",10,3,"50","400","Steel","Eagle"
"151",10,1,"50","400","Steel","Dragon"
"152",10,1,"40","200","Steel","Dragon"
"153",10,6,"50","200","Wood","Eagle"
"154",10,3,"60","200","Wood","Eagle"
"155",10,10,"70","300","Wood","Eagle"
"156",10,6,"50","300","Steel","Dragon"
"157",10,10,"60","300","Steel","Dragon"
"158",10,1,"40","200","Steel","Dragon"
"159",10,1,"40","200","Wood","Eagle"
"160",10,10,"70","200","Wood","Eagle"
"161",11,7,"40","300","Steel","Dragon"
"162",11,3,"50","200","Wood","Dragon"
"163",11,6,"50","300","Wood","Dragon"
"164",11,4,"60","300","Wood","Eagle"
"165",11,5,"60","400","Wood","Eagle"
"166",11,2,"50","400","Steel","Eagle"
"167",11,5,"50","400","Steel","Dragon"
"168",11,3,"40","200","Steel","Dragon"
"169",11,1,"50","200","Wood","Eagle"
"170",11,4,"60","200","Wood","Eagle"
"171",11,9,"70","300","Wood","Eagle"
"172",11,4,"50","300","Steel","Dragon"
"173",11,7,"60","300","Steel","Dragon"
"174",11,5,"40","200","Steel","Dragon"
"175",11,4,"40","200","Wood","Eagle"
"176",11,10,"70","200","Wood","Eagle"
"177",12,5,"40","300","Steel","Dragon"
"178",12,4,"50","200","Wood","Dragon"
"179",12,7,"50","300","Wood","Dragon"
"180",12,10,"60","300","Wood","Eagle"
"181",12,7,"60","400","Wood","Eagle"
"182",12,1,"50","400","Steel","Eagle"
"183",12,5,"50","400","Steel","Dragon"
"184",12,2,"40","200","Steel","Dragon"
"185",12,3,"50","200","Wood","Eagle"
"186",12,3,"60","200","Wood","Eagle"
"187",12,9,"70","300","Wood","Eagle"
"188",12,6,"50","300","Steel","Dragon"
"189",12,7,"60","300","Steel","Dragon"
"190",12,1,"40","200","Steel","Dragon"
"191",12,3,"40","200","Wood","Eagle"
"192",12,6,"70","200","Wood","Eagle"
"193",13,6,"40","300","Steel","Dragon"
"194",13,3,"50","200","Wood","Dragon"
"195",13,5,"50","300","Wood","Dragon"
"196",13,9,"60","300","Wood","Eagle"
"197",13,7,"60","400","Wood","Eagle"
"198",13,5,"50","400","Steel","Eagle"
"199",13,7,"50","400","Steel","Dragon"
"200",13,3,"40","200","Steel","Dragon"
"201",13,5,"50","200","Wood","Eagle"
"202",13,2,"60","200","Wood","Eagle"
"203",13,10,"70","300","Wood","Eagle"
"204",13,7,"50","300","Steel","Dragon"
"205",13,9,"60","300","Steel","Dragon"
"206",13,4,"40","200","Steel","Dragon"
"207",13,1,"40","200","Wood","Eagle"
"208",13,8,"70","200","Wood","Eagle"
"209",14,10,"40","300","Steel","Dragon"
"210",14,5,"50","200","Wood","Dragon"
"211",14,8,"50","300","Wood","Dragon"
"212",14,6,"60","300","Wood","Eagle"
"213",14,2,"60","400","Wood","Eagle"
"214",14,5,"50","400","Steel","Eagle"
"215",14,9,"50","400","Steel","Dragon"
"216",14,7,"40","200","Steel","Dragon"
"217",14,4,"50","200","Wood","Eagle"
"218",14,1,"60","200","Wood","Eagle"
"219",14,7,"70","300","Wood","Eagle"
"220",14,10,"50","300","Steel","Dragon"
"221",14,10,"60","300","Steel","Dragon"
"222",14,8,"40","200","Steel","Dragon"
"223",14,3,"40","200","Wood","Eagle"
"224",14,7,"70","200","Wood","Eagle"
"225",15,7,"40","300","Steel","Dragon"
"226",15,7,"50","200","Wood","Dragon"
"227",15,9,"50","300","Wood","Dragon"
"228",15,10,"60","300","Wood","Eagle"
"229",15,7,"60","400","Wood","Eagle"
"230",15,3,"50","400","Steel","Eagle"
"231",15,6,"50","400","Steel","Dragon"
"232",15,7,"40","200","Steel","Dragon"
"233",15,1,"50","200","Wood","Eagle"
"234",15,1,"60","200","Wood","Eagle"
"235",15,10,"70","300","Wood","Eagle"
"236",15,8,"50","300","Steel","Dragon"
"237",15,10,"60","300","Steel","Dragon"
"238",15,5,"40","200","Steel","Dragon"
"239",15,2,"40","200","Wood","Eagle"
"240",15,10,"70","200","Wood","Eagle"
"241",16,2,"40","300","Steel","Dragon"
"242",16,2,"50","200","Wood","Dragon"
"243",16,8,"50","300","Wood","Dragon"
"244",16,6,"60","300","Wood","Eagle"
"245",16,7,"60","400","Wood","Eagle"
"246",16,3,"50","400","Steel","Eagle"
"247",16,6,"50","400","Steel","Dragon"
"248",16,3,"40","200","Steel","Dragon"
"249",16,4,"50","200","Wood","Eagle"
"250",16,6,"60","200","Wood","Eagle"
"251",16,10,"70","300","Wood","Eagle"
"252",16,7,"50","300","Steel","Dragon"
"253",16,8,"60","300","Steel","Dragon"
"254",16,1,"40","200","Steel","Dragon"
"255",16,4,"40","200","Wood","Eagle"
"256",16,10,"70","200","Wood","Eagle"
"257",17,8,"40","300","Steel","Dragon"
"258",17,3,"50","200","Wood","Dragon"
"259",17,6,"50","300","Wood","Dragon"
"260",17,8,"60","300","Wood","Eagle"
"261",17,4,"60","400","Wood","Eagle"
"262",17,9,"50","400","Steel","Eagle"
"263",17,10,"50","400","Steel","Dragon"
"264",17,7,"40","200","Steel","Dragon"
"265",17,1,"50","200","Wood","Eagle"
"266",17,4,"60","200","Wood","Eagle"
"267",17,10,"70","300","Wood","Eagle"
"268",17,9,"50","300","Steel","Dragon"
"269",17,8,"60","300","Steel","Dragon"
"270",17,6,"40","200","Steel","Dragon"
"271",17,3,"40","200","Wood","Eagle"
"272",17,8,"70","200","Wood","Eagle"
"273",18,8,"40","300","Steel","Dragon"
"274",18,6,"50","200","Wood","Dragon"
"275",18,10,"50","300","Wood","Dragon"
"276",18,7,"60","300","Wood","Eagle"
"277",18,4,"60","400","Wood","Eagle"
"278",18,7,"50","400","Steel","Eagle"
"279",18,7,"50","400","Steel","Dragon"
"280",18,3,"40","200","Steel","Dragon"
"281",18,3,"50","200","Wood","Eagle"
"282",18,6,"60","200","Wood","Eagle"
"283",18,9,"70","300","Wood","Eagle"
"284",18,5,"50","300","Steel","Dragon"
"285",18,10,"60","300","Steel","Dragon"
"286",18,1,"40","200","Steel","Dragon"
"287",18,5,"40","200","Wood","Eagle"
"288",18,10,"70","200","Wood","Eagle"
"289",19,9,"40","300","Steel","Dragon"
"290",19,6,"50","200","Wood","Dragon"
"291",19,9,"50","300","Wood","Dragon"
"292",19,10,"60","300","Wood","Eagle"
"293",19,6,"60","400","Wood","Eagle"
"294",19,6,"50","400","Steel","Eagle"
"295",19,4,"50","400","Steel","Dragon"
"296",19,6,"40","200","Steel","Dragon"
"297",19,3,"50","200","Wood","Eagle"
"298",19,4,"60","200","Wood","Eagle"
"299",19,10,"70","300","Wood","Eagle"
"300",19,8,"50","300","Steel","Dragon"
"301",19,10,"60","300","Steel","Dragon"
"302",19,5,"40","200","Steel","Dragon"
"303",19,1,"40","200","Wood","Eagle"
"304",19,5,"70","200","Wood","Eagle"
"305",20,6,"40","300","Steel","Dragon"
"306",20,1,"50","200","Wood","Dragon"
"307",20,2,"50","300","Wood","Dragon"
"308",20,8,"60","300","Wood","Eagle"
"309",20,9,"60","400","Wood","Eagle"
"310",20,8,"50","400","Steel","Eagle"
"311",20,4,"50","400","Steel","Dragon"
"312",20,4,"40","200","Steel","Dragon"
"313",20,3,"50","200","Wood","Eagle"
"314",20,4,"60","200","Wood","Eagle"
"315",20,10,"70","300","Wood","Eagle"
"316",20,5,"50","300","Steel","Dragon"
"317",20,7,"60","300","Steel","Dragon"
"318",20,2,"40","200","Steel","Dragon"
"319",20,4,"40","200","Wood","Eagle"
"320",20,9,"70","200","Wood","Eagle"
"321",21,6,"40","300","Steel","Dragon"
"322",21,5,"50","200","Wood","Dragon"
"323",21,7,"50","300","Wood","Dragon"
"324",21,10,"60","300","Wood","Eagle"
"325",21,8,"60","400","Wood","Eagle"
"326",21,8,"50","400","Steel","Eagle"
"327",21,6,"50","400","Steel","Dragon"
"328",21,1,"40","200","Steel","Dragon"
"329",21,1,"50","200","Wood","Eagle"
"330",21,1,"60","200","Wood","Eagle"
"331",21,8,"70","300","Wood","Eagle"
"332",21,7,"50","300","Steel","Dragon"
"333",21,7,"60","300","Steel","Dragon"
"334",21,1,"40","200","Steel","Dragon"
"335",21,1,"40","200","Wood","Eagle"
"336",21,7,"70","200","Wood","Eagle"
"337",22,7,"40","300","Steel","Dragon"
"338",22,5,"50","200","Wood","Dragon"
"339",22,6,"50","300","Wood","Dragon"
"340",22,5,"60","300","Wood","Eagle"
"341",22,6,"60","400","Wood","Eagle"
"342",22,8,"50","400","Steel","Eagle"
"343",22,6,"50","400","Steel","Dragon"
"344",22,2,"40","200","Steel","Dragon"
"345",22,6,"50","200","Wood","Eagle"
"346",22,1,"60","200","Wood","Eagle"
"347",22,10,"70","300","Wood","Eagle"
"348",22,10,"50","300","Steel","Dragon"
"349",22,7,"60","300","Steel","Dragon"
"350",22,4,"40","200","Steel","Dragon"
"351",22,2,"40","200","Wood","Eagle"
"352",22,10,"70","200","Wood","Eagle"
"353",23,10,"40","300","Steel","Dragon"
"354",23,2,"50","200","Wood","Dragon"
"355",23,7,"50","300","Wood","Dragon"
"356",23,4,"60","300","Wood","Eagle"
"357",23,5,"60","400","Wood","Eagle"
"358",23,6,"50","400","Steel","Eagle"
"359",23,9,"50","400","Steel","Dragon"
"360",23,1,"40","200","Steel","Dragon"
"361",23,4,"50","200","Wood","Eagle"
"362",23,2,"60","200","Wood","Eagle"
"363",23,10,"70","300","Wood","Eagle"
"364",23,10,"50","300","Steel","Dragon"
"365",23,9,"60","300","Steel","Dragon"
"366",23,2,"40","200","Steel","Dragon"
"367",23,1,"40","200","Wood","Eagle"
"368",23,5,"70","200","Wood","Eagle"
"369",24,7,"40","300","Steel","Dragon"
"370",24,1,"50","200","Wood","Dragon"
"371",24,7,"50","300","Wood","Dragon"
"372",24,7,"60","300","Wood","Eagle"
"373",24,7,"60","400","Wood","Eagle"
"374",24,10,"50","400","Steel","Eagle"
"375",24,8,"50","400","Steel","Dragon"
"376",24,4,"40","200","Steel","Dragon"
"377",24,4,"50","200","Wood","Eagle"
"378",24,2,"60","200","Wood","Eagle"
"379",24,10,"70","300","Wood","Eagle"
"380",24,7,"50","300","Steel","Dragon"
"381",24,9,"60","300","Steel","Dragon"
"382",24,6,"40","200","Steel","Dragon"
"383",24,3,"40","200","Wood","Eagle"
"384",24,6,"70","200","Wood","Eagle"
"385",25,4,"40","300","Steel","Dragon"
"386",25,4,"50","200","Wood","Dragon"
"387",25,6,"50","300","Wood","Dragon"
"388",25,10,"60","300","Wood","Eagle"
"389",25,6,"60","400","Wood","Eagle"
"390",25,4,"50","400","Steel","Eagle"
"391",25,2,"50","400","Steel","Dragon"
"392",25,1,"40","200","Steel","Dragon"
"393",25,2,"50","200","Wood","Eagle"
"394",25,2,"60","200","Wood","Eagle"
"395",25,6,"70","300","Wood","Eagle"
"396",25,6,"50","300","Steel","Dragon"
"397",25,7,"60","300","Steel","Dragon"
"398",25,1,"40","200","Steel","Dragon"
"399",25,1,"40","200","Wood","Eagle"
"400",25,7,"70","200","Wood","Eagle"
"401",26,6,"40","300","Steel","Dragon"
"402",26,3,"50","200","Wood","Dragon"
"403",26,7,"50","300","Wood","Dragon"
"404",26,4,"60","300","Wood","Eagle"
"405",26,5,"60","400","Wood","Eagle"
"406",26,4,"50","400","Steel","Eagle"
"407",26,5,"50","400","Steel","Dragon"
"408",26,3,"40","200","Steel","Dragon"
"409",26,4,"50","200","Wood","Eagle"
"410",26,6,"60","200","Wood","Eagle"
"411",26,10,"70","300","Wood","Eagle"
"412",26,9,"50","300","Steel","Dragon"
"413",26,6,"60","300","Steel","Dragon"
"414",26,3,"40","200","Steel","Dragon"
"415",26,1,"40","200","Wood","Eagle"
"416",26,4,"70","200","Wood","Eagle"
"417",27,6,"40","300","Steel","Dragon"
"418",27,1,"50","200","Wood","Dragon"
"419",27,4,"50","300","Wood","Dragon"
"420",27,4,"60","300","Wood","Eagle"
"421",27,5,"60","400","Wood","Eagle"
"422",27,2,"50","400","Steel","Eagle"
"423",27,4,"50","400","Steel","Dragon"
"424",27,1,"40","200","Steel","Dragon"
"425",27,3,"50","200","Wood","Eagle"
"426",27,4,"60","200","Wood","Eagle"
"427",27,10,"70","300","Wood","Eagle"
"428",27,6,"50","300","Steel","Dragon"
"429",27,4,"60","300","Steel","Dragon"
"430",27,1,"40","200","Steel","Dragon"
"431",27,3,"40","200","Wood","Eagle"
"432",27,6,"70","200","Wood","Eagle"
"433",28,5,"40","300","Steel","Dragon"
"434",28,6,"50","200","Wood","Dragon"
"435",28,6,"50","300","Wood","Dragon"
"436",28,8,"60","300","Wood","Eagle"
"437",28,5,"60","400","Wood","Eagle"
"438",28,7,"50","400","Steel","Eagle"
"439",28,6,"50","400","Steel","Dragon"
"440",28,4,"40","200","Steel","Dragon"
"441",28,5,"50","200","Wood","Eagle"
"442",28,1,"60","200","Wood","Eagle"
"443",28,10,"70","300","Wood","Eagle"
"444",28,8,"50","300","Steel","Dragon"
"445",28,7,"60","300","Steel","Dragon"
"446",28,4,"40","200","Steel","Dragon"
"447",28,5,"40","200","Wood","Eagle"
"448",28,9,"70","200","Wood","Eagle"
"449",29,7,"40","300","Steel","Dragon"
"450",29,3,"50","200","Wood","Dragon"
"451",29,4,"50","300","Wood","Dragon"
"452",29,5,"60","300","Wood","Eagle"
"453",29,1,"60","400","Wood","Eagle"
"454",29,3,"50","400","Steel","Eagle"
"455",29,5,"50","400","Steel","Dragon"
"456",29,6,"40","200","Steel","Dragon"
"457",29,2,"50","200","Wood","Eagle"
"458",29,3,"60","200","Wood","Eagle"
"459",29,10,"70","300","Wood","Eagle"
"460",29,8,"50","300","Steel","Dragon"
"461",29,9,"60","300","Steel","Dragon"
"462",29,2,"40","200","Steel","Dragon"
"463",29,3,"40","200","Wood","Eagle"
"464",29,6,"70","200","Wood","Eagle"
"465",30,7,"40","300","Steel","Dragon"
"466",30,1,"50","200","Wood","Dragon"
"467",30,7,"50","300","Wood","Dragon"
"468",30,4,"60","300","Wood","Eagle"
"469",30,2,"60","400","Wood","Eagle"
"470",30,1,"50","400","Steel","Eagle"
"471",30,5,"50","400","Steel","Dragon"
"472",30,2,"40","200","Steel","Dragon"
"473",30,1,"50","200","Wood","Eagle"
"474",30,4,"60","200","Wood","Eagle"
"475",30,6,"70","300","Wood","Eagle"
"476",30,10,"50","300","Steel","Dragon"
"477",30,8,"60","300","Steel","Dragon"
"478",30,3,"40","200","Steel","Dragon"
"479",30,2,"40","200","Wood","Eagle"
"480",30,5,"70","200","Wood","Eagle"
"481",31,5,"40","300","Steel","Dragon"
"482",31,2,"50","200","Wood","Dragon"
"483",31,5,"50","300","Wood","Dragon"
"484",31,7,"60","300","Wood","Eagle"
"485",31,6,"60","400","Wood","Eagle"
"486",31,5,"50","400","Steel","Eagle"
"487",31,4,"50","400","Steel","Dragon"
"488",31,1,"40","200","Steel","Dragon"
"489",31,4,"50","200","Wood","Eagle"
"490",31,4,"60","200","Wood","Eagle"
"491",31,10,"70","300","Wood","Eagle"
"492",31,5,"50","300","Steel","Dragon"
"493",31,7,"60","300","Steel","Dragon"
"494",31,1,"40","200","Steel","Dragon"
"495",31,3,"40","200","Wood","Eagle"
"496",31,7,"70","200","Wood","Eagle"
"497",32,6,"40","300","Steel","Dragon"
"498",32,4,"50","200","Wood","Dragon"
"499",32,6,"50","300","Wood","Dragon"
"500",32,8,"60","300","Wood","Eagle"
"501",32,5,"60","400","Wood","Eagle"
"502",32,4,"50","400","Steel","Eagle"
"503",32,3,"50","400","Steel","Dragon"
"504",32,3,"40","200","Steel","Dragon"
"505",32,1,"50","200","Wood","Eagle"
"506",32,4,"60","200","Wood","Eagle"
"507",32,10,"70","300","Wood","Eagle"
"508",32,5,"50","300","Steel","Dragon"
"509",32,9,"60","300","Steel","Dragon"
"510",32,4,"40","200","Steel","Dragon"
"511",32,1,"40","200","Wood","Eagle"
"512",32,6,"70","200","Wood","Eagle"
"513",33,8,"40","300","Steel","Dragon"
"514",33,10,"50","200","Wood","Dragon"
"515",33,8,"50","300","Wood","Dragon"
"516",33,10,"60","300","Wood","Eagle"
"517",33,5,"60","400","Wood","Eagle"
"518",33,7,"50","400","Steel","Eagle"
"519",33,3,"50","400","Steel","Dragon"
"520",33,1,"40","200","Steel","Dragon"
"521",33,5,"50","200","Wood","Eagle"
"522",33,2,"60","200","Wood","Eagle"
"523",33,10,"70","300","Wood","Eagle"
"524",33,10,"50","300","Steel","Dragon"
"525",33,8,"60","300","Steel","Dragon"
"526",33,5,"40","200","Steel","Dragon"
"527",33,4,"40","200","Wood","Eagle"
"528",33,8,"70","200","Wood","Eagle"
"529",34,6,"40","300","Steel","Dragon"
"530",34,5,"50","200","Wood","Dragon"
"531",34,7,"50","300","Wood","Dragon"
"532",34,4,"60","300","Wood","Eagle"
"533",34,3,"60","400","Wood","Eagle"
"534",34,2,"50","400","Steel","Eagle"
"535",34,3,"50","400","Steel","Dragon"
"536",34,6,"40","200","Steel","Dragon"
"537",34,2,"50","200","Wood","Eagle"
"538",34,1,"60","200","Wood","Eagle"
"539",34,6,"70","300","Wood","Eagle"
"540",34,5,"50","300","Steel","Dragon"
"541",34,10,"60","300","Steel","Dragon"
"542",34,4,"40","200","Steel","Dragon"
"543",34,1,"40","200","Wood","Eagle"
"544",34,2,"70","200","Wood","Eagle"
"545",35,7,"40","300","Steel","Dragon"
"546",35,4,"50","200","Wood","Dragon"
"547",35,8,"50","300","Wood","Dragon"
"548",35,9,"60","300","Wood","Eagle"
"549",35,5,"60","400","Wood","Eagle"
"550",35,6,"50","400","Steel","Eagle"
"551",35,7,"50","400","Steel","Dragon"
"552",35,5,"40","200","Steel","Dragon"
"553",35,2,"50","200","Wood","Eagle"
"554",35,5,"60","200","Wood","Eagle"
"555",35,10,"70","300","Wood","Eagle"
"556",35,8,"50","300","Steel","Dragon"
"557",35,10,"60","300","Steel","Dragon"
"558",35,3,"40","200","Steel","Dragon"
"559",35,1,"40","200","Wood","Eagle"
"560",35,7,"70","200","Wood","Eagle"
"561",36,6,"40","300","Steel","Dragon"
"562",36,6,"50","200","Wood","Dragon"
"563",36,8,"50","300","Wood","Dragon"
"564",36,2,"60","300","Wood","Eagle"
"565",36,4,"60","400","Wood","Eagle"
"566",36,3,"50","400","Steel","Eagle"
"567",36,3,"50","400","Steel","Dragon"
"568",36,9,"40","200","Steel","Dragon"
"569",36,4,"50","200","Wood","Eagle"
"570",36,1,"60","200","Wood","Eagle"
"571",36,10,"70","300","Wood","Eagle"
"572",36,8,"50","300","Steel","Dragon"
"573",36,10,"60","300","Steel","Dragon"
"574",36,4,"40","200","Steel","Dragon"
"575",36,3,"40","200","Wood","Eagle"
"576",36,5,"70","200","Wood","Eagle"
"577",37,8,"40","300","Steel","Dragon"
"578",37,6,"50","200","Wood","Dragon"
"579",37,7,"50","300","Wood","Dragon"
"580",37,8,"60","300","Wood","Eagle"
"581",37,8,"60","400","Wood","Eagle"
"582",37,7,"50","400","Steel","Eagle"
"583",37,7,"50","400","Steel","Dragon"
"584",37,4,"40","200","Steel","Dragon"
"585",37,6,"50","200","Wood","Eagle"
"586",37,7,"60","200","Wood","Eagle"
"587",37,10,"70","300","Wood","Eagle"
"588",37,8,"50","300","Steel","Dragon"
"589",37,7,"60","300","Steel","Dragon"
"590",37,1,"40","200","Steel","Dragon"
"591",37,9,"40","200","Wood","Eagle"
"592",37,9,"70","200","Wood","Eagle"
"593",38,7,"40","300","Steel","Dragon"
"594",38,2,"50","200","Wood","Dragon"
"595",38,7,"50","300","Wood","Dragon"
"596",38,7,"60","300","Wood","Eagle"
"597",38,10,"60","400","Wood","Eagle"
"598",38,9,"50","400","Steel","Eagle"
"599",38,5,"50","400","Steel","Dragon"
"600",38,1,"40","200","Steel","Dragon"
"601",38,3,"50","200","Wood","Eagle"
"602",38,6,"60","200","Wood","Eagle"
"603",38,10,"70","300","Wood","Eagle"
"604",38,9,"50","300","Steel","Dragon"
"605",38,3,"60","300","Steel","Dragon"
"606",38,3,"40","200","Steel","Dragon"
"607",38,3,"40","200","Wood","Eagle"
"608",38,8,"70","200","Wood","Eagle"
"609",39,8,"40","300","Steel","Dragon"
"610",39,5,"50","200","Wood","Dragon"
"611",39,9,"50","300","Wood","Dragon"
"612",39,3,"60","300","Wood","Eagle"
"613",39,4,"60","400","Wood","Eagle"
"614",39,6,"50","400","Steel","Eagle"
"615",39,7,"50","400","Steel","Dragon"
"616",39,7,"40","200","Steel","Dragon"
"617",39,1,"50","200","Wood","Eagle"
"618",39,2,"60","200","Wood","Eagle"
"619",39,9,"70","300","Wood","Eagle"
"620",39,10,"50","300","Steel","Dragon"
"621",39,9,"60","300","Steel","Dragon"
"622",39,5,"40","200","Steel","Dragon"
"623",39,2,"40","200","Wood","Eagle"
"624",39,6,"70","200","Wood","Eagle"
"625",40,7,"40","300","Steel","Dragon"
"626",40,4,"50","200","Wood","Dragon"
"627",40,5,"50","300","Wood","Dragon"
"628",40,6,"60","300","Wood","Eagle"
"629",40,5,"60","400","Wood","Eagle"
"630",40,3,"50","400","Steel","Eagle"
"631",40,1,"50","400","Steel","Dragon"
"632",40,1,"40","200","Steel","Dragon"
"633",40,3,"50","200","Wood","Eagle"
"634",40,4,"60","200","Wood","Eagle"
