InterviewID;task;item;att1;att_none;cho
4057267;11;5;11;0;1
4057267;11;6;10;0;-1
4057267;12;1;22;0;-1
4057267;12;2;19;0;0
4057267;12;3;16;0;0
4057267;12;4;21;0;1
4057267;12;5;13;0;0
4057267;12;6;12;0;0
4057267;13;1;17;0;0
4057267;13;2;14;0;0
4057267;13;3;18;0;0
4057267;13;4;11;0;1
4057267;13;5;9;0;0
4057267;13;6;10;0;-1
4057267;14;1;22;0;-1
4057267;14;2;20;0;0
4057267;14;3;17;0;0
4057267;14;4;15;0;0
4057267;14;5;10;0;1
4057267;14;6;23;0;0
4057267;15;1;19;0;0
4057267;15;2;16;0;0
4057267;15;3;23;0;0
4057267;15;4;11;0;1
4057267;15;5;21;0;0
4057267;15;6;20;0;-1
4057267;16;1;15;0;0
4057267;16;2;14;0;0
4057267;16;3;18;0;1
4057267;16;4;12;0;0
4057267;16;5;9;0;-1
4057267;16;6;13;0;0
4057267;17;1;14;0;0
4057267;17;2;15;0;0
4057267;17;3;23;0;-1
4057267;17;4;19;0;0
4057267;17;5;16;0;1
4057267;17;6;13;0;0
4057267;18;1;17;0;0
4057267;18;2;22;0;-1
4057267;18;3;9;0;0
4057267;18;4;20;0;0
4057267;18;5;10;0;0
4057267;18;6;11;0;1
4057341;1;1;2;0;0
4057341;1;2;9;0;0
4057341;1;3;7;0;0
4057341;1;4;4;0;0
4057341;1;5;8;0;0
4057341;1;6;6;0;1
4057341;1;7;0;1;0
4057341;2;1;14;0;0
4057341;2;2;1;0;1
4057341;2;3;2;0;0
4057341;2;4;3;0;0
4057341;2;5;7;0;0
4057341;2;6;13;0;0
4057341;2;7;0;1;0
4057341;3;1;5;0;0
4057341;3;2;6;0;0
4057341;3;3;3;0;0
4057341;3;4;9;0;0
4057341;3;5;1;0;1
4057341;3;6;4;0;0
4057341;3;7;0;1;0
4057341;4;1;20;0;0
4057341;4;2;5;0;0
4057341;4;3;8;0;0
4057341;4;4;15;0;0
4057341;4;5;2;0;0
4057341;4;6;7;0;0
4057341;4;7;0;1;1
4057341;5;1;7;0;0
4057341;5;2;3;0;0
4057341;5;3;1;0;1
4057341;5;4;9;0;0
4057341;5;5;2;0;0
4057341;5;6;5;0;0
4057341;5;7;0;1;0
4057341;6;1;4;0;0
4057341;6;2;1;0;1
4057341;6;3;8;0;0
4057341;6;4;21;0;0
4057341;6;5;12;0;0
4057341;6;6;6;0;0
4057341;6;7;0;1;0
4057341;7;1;8;0;0
4057341;7;2;6;0;1
4057341;7;3;4;0;0
4057341;7;4;16;0;0
4057341;7;5;7;0;0
4057341;7;6;9;0;0
4057341;7;7;0;1;0
4057341;8;1;2;0;0
4057341;8;2;8;0;0
4057341;8;3;5;0;0
4057341;8;4;10;0;0
4057341;8;5;3;0;0
4057341;8;6;12;0;0
4057341;8;7;0;1;1
4057341;9;1;1;0;1
4057341;9;2;2;0;0
4057341;9;3;7;0;0
4057341;9;4;12;0;0
4057341;9;5;4;0;0
4057341;9;6;5;0;0
4057341;9;7;0;1;0
4057341;10;1;3;0;0
4057341;10;2;6;0;0
4057341;10;3;9;0;0
4057341;10;4;1;0;1
4057341;10;5;2;0;0
4057341;10;6;8;0;0
4057341;10;7;0;1;0
4057341;11;1;20;0;0
4057341;11;2;23;0;-1
4057341;11;3;12;0;0
4057341;11;4;18;0;0
4057341;11;5;13;0;1
4057341;11;6;14;0;0
4057341;12;1;17;0;0
4057341;12;2;9;0;0
4057341;12;3;21;0;0
4057341;12;4;15;0;-1
4057341;12;5;22;0;1
4057341;12;6;10;0;0
4057341;13;1;20;0;0
4057341;13;2;9;0;1
4057341;13;3;19;0;0
4057341;13;4;21;0;-1
4057341;13;5;11;0;0
4057341;13;6;16;0;0
4057341;14;1;15;0;-1
4057341;14;2;11;0;0
4057341;14;3;22;0;1
4057341;14;4;17;0;0
4057341;14;5;18;0;0
4057341;14;6;23;0;0
4057341;15;1;19;0;1
4057341;15;2;14;0;0
4057341;15;3;13;0;0
4057341;15;4;12;0;0
4057341;15;5;16;0;-1
4057341;15;6;10;0;0
4057341;16;1;12;0;0
4057341;16;2;23;0;-1
4057341;16;3;20;0;0
4057341;16;4;16;0;0
4057341;16;5;14;0;0
4057341;16;6;22;0;1
4057341;17;1;9;0;1
4057341;17;2;18;0;0
4057341;17;3;13;0;0
4057341;17;4;11;0;0
4057341;17;5;17;0;-1
4057341;17;6;21;0;0
4057341;18;1;19;0;0
4057341;18;2;10;0;0
4057341;18;3;11;0;0
4057341;18;4;9;0;1
4057341;18;5;21;0;0
4057341;18;6;15;0;-1
4057620;1;1;3;0;0
4057620;1;2;17;0;0
4057620;1;3;5;0;0
4057620;1;4;1;0;0
4057620;1;5;8;0;1
4057620;1;6;9;0;0
4057620;1;7;0;1;0
4057620;2;1;4;0;0
4057620;2;2;7;0;0
4057620;2;3;5;0;0
4057620;2;4;2;0;1
4057620;2;5;9;0;0
4057620;2;6;12;0;0
4057620;2;7;0;1;0
4057620;3;1;4;0;0
4057620;3;2;8;0;0
4057620;3;3;13;0;0
4057620;3;4;9;0;0
4057620;3;5;6;0;1
4057620;3;6;3;0;0
4057620;3;7;0;1;0
4057620;4;1;3;0;1
4057620;4;2;2;0;0
4057620;4;3;6;0;0
4057620;4;4;11;0;0
4057620;4;5;5;0;0
4057620;4;6;7;0;0
4057620;4;7;0;1;0
4057620;5;1;1;0;0
4057620;5;2;3;0;1
4057620;5;3;8;0;0
4057620;5;4;4;0;0
4057620;5;5;6;0;0
4057620;5;6;12;0;0
4057620;5;7;0;1;0
4057620;6;1;1;0;0
4057620;6;2;5;0;0
4057620;6;3;7;0;0
4057620;6;4;14;0;0
4057620;6;5;8;0;1
4057620;6;6;9;0;0
4057620;6;7;0;1;0
4057620;7;1;3;0;0
4057620;7;2;2;0;1
4057620;7;3;6;0;0
4057620;7;4;9;0;0
4057620;7;5;7;0;0
4057620;7;6;20;0;0
4057620;7;7;0;1;0
4057620;8;1;14;0;0
4057620;8;2;5;0;0
4057620;8;3;1;0;1
4057620;8;4;2;0;0
4057620;8;5;13;0;0
4057620;8;6;4;0;0
4057620;8;7;0;1;0
4057620;9;1;6;0;0
4057620;9;2;7;0;0
4057620;9;3;5;0;1
4057620;9;4;3;0;0
4057620;9;5;14;0;0
4057620;9;6;8;0;0
4057620;9;7;0;1;0
4057620;10;1;4;0;0
4057620;10;2;2;0;1
4057620;10;3;1;0;0
4057620;10;4;8;0;0
4057620;10;5;10;0;0
4057620;10;6;9;0;0
4057620;10;7;0;1;0
4057620;11;1;17;0;0
4057620;11;2;19;0;0
4057620;11;3;21;0;0
4057620;11;4;12;0;0
4057620;11;5;14;0;1
4057620;11;6;23;0;-1
4057620;12;1;16;0;0
4057620;12;2;10;0;0
4057620;12;3;22;0;-1
4057620;12;4;9;0;0
4057620;12;5;13;0;1
4057620;12;6;11;0;0
4057620;13;1;12;0;0
4057620;13;2;20;0;0
4057620;13;3;15;0;0
4057620;13;4;17;0;0
4057620;13;5;18;0;1
4057620;13;6;23;0;-1
4057620;14;1;19;0;0
4057620;14;2;20;0;0
4057620;14;3;22;0;-1
4057620;14;4;16;0;0
4057620;14;5;18;0;1
4057620;14;6;14;0;0
4057620;15;1;9;0;0
4057620;15;2;10;0;0
4057620;15;3;15;0;0
4057620;15;4;11;0;-1
4057620;15;5;21;0;1
4057620;15;6;13;0;0
4057620;16;1;14;0;1
4057620;16;2;23;0;0
4057620;16;3;16;0;0
4057620;16;4;10;0;-1
4057620;16;5;21;0;0
4057620;16;6;12;0;0
4057620;17;1;17;0;0
4057620;17;2;13;0;1
4057620;17;3;15;0;0
4057620;17;4;11;0;-1
4057620;17;5;19;0;0
4057620;17;6;9;0;0
4057620;18;1;20;0;0
4057620;18;2;16;0;0
4057620;18;3;11;0;-1
4057620;18;4;22;0;0
4057620;18;5;18;0;1
4057620;18;6;9;0;0
4057634;1;1;8;0;0
4057634;1;2;9;0;0
4057634;1;3;18;0;0
4057634;1;4;5;0;0
4057634;1;5;6;0;0
4057634;1;6;1;0;1
4057634;1;7;0;1;0
4057634;2;1;7;0;0
4057634;2;2;21;0;1
4057634;2;3;4;0;0
4057634;2;4;1;0;0
4057634;2;5;2;0;0
4057634;2;6;5;0;0
4057634;2;7;0;1;0
4057634;3;1;8;0;0
4057634;3;2;6;0;0
4057634;3;3;1;0;0
4057634;3;4;22;0;0
4057634;3;5;23;0;1
4057634;3;6;3;0;0
4057634;3;7;0;1;0
4057634;4;1;2;0;0
4057634;4;2;4;0;0
4057634;4;3;5;0;0
4057634;4;4;3;0;0
4057634;4;5;7;0;1
4057634;4;6;9;0;0
4057634;4;7;0;1;0
4057634;5;1;20;0;1
4057634;5;2;3;0;0
4057634;5;3;2;0;0
4057634;5;4;6;0;0
4057634;5;5;5;0;0
4057634;5;6;4;0;0
4057634;5;7;0;1;0
4057634;6;1;1;0;0
4057634;6;2;18;0;1
4057634;6;3;7;0;0
4057634;6;4;5;0;0
4057634;6;5;9;0;0
4057634;6;6;8;0;0
4057634;6;7;0;1;0
4057634;7;1;8;0;0
4057634;7;2;1;0;0
4057634;7;3;7;0;0
4057634;7;4;9;0;0
4057634;7;5;14;0;1
4057634;7;6;4;0;0
4057634;7;7;0;1;0
4057634;8;1;3;0;0
4057634;8;2;8;0;0
4057634;8;3;12;0;1
4057634;8;4;6;0;0
4057634;8;5;5;0;0
4057634;8;6;2;0;0
4057634;8;7;0;1;0
4057634;9;1;10;0;1
4057634;9;2;14;0;0
4057634;9;3;9;0;0
4057634;9;4;6;0;0
4057634;9;5;4;0;0
4057634;9;6;2;0;0
4057634;9;7;0;1;0
4057634;10;1;7;0;0
4057634;10;2;5;0;0
4057634;10;3;1;0;0
4057634;10;4;3;0;0
4057634;10;5;20;0;1
4057634;10;6;2;0;0
4057634;10;7;0;1;0
4057634;11;1;17;0;-1
4057634;11;2;22;0;0
4057634;11;3;13;0;1
4057634;11;4;14;0;0
4057634;11;5;10;0;0
4057634;11;6;20;0;0
4057634;12;1;12;0;0
4057634;12;2;18;0;1
4057634;12;3;11;0;0
4057634;12;4;9;0;0
4057634;12;5;16;0;-1
4057634;12;6;19;0;0
4057634;13;1;22;0;0
4057634;13;2;17;0;-1
4057634;13;3;21;0;0
4057634;13;4;14;0;0
4057634;13;5;23;0;1
4057634;13;6;13;0;0
4057634;14;1;11;0;0
4057634;14;2;12;0;0
4057634;14;3;10;0;1
4057634;14;4;18;0;0
4057634;14;5;9;0;0
4057634;14;6;15;0;-1
4057634;15;1;22;0;0
4057634;15;2;14;0;-1
4057634;15;3;19;0;1
4057634;15;4;11;0;0
4057634;15;5;20;0;0
4057634;15;6;16;0;0
4057634;16;1;17;0;-1
4057634;16;2;16;0;0
4057634;16;3;18;0;0
4057634;16;4;20;0;0
4057634;16;5;19;0;0
4057634;16;6;12;0;1
4057634;17;1;15;0;0
4057634;17;2;13;0;0
4057634;17;3;9;0;0
4057634;17;4;10;0;0
4057634;17;5;23;0;1
4057634;17;6;21;0;-1
4057634;18;1;22;0;1
4057634;18;2;15;0;0
4057634;18;3;16;0;0
4057634;18;4;11;0;-1
4057634;18;5;18;0;0
4057634;18;6;12;0;0
4058055;1;1;4;0;0
4058055;1;2;3;0;0
4058055;1;3;8;0;0
4058055;1;4;6;0;1
4058055;1;5;20;0;0
4058055;1;6;18;0;0
4058055;1;7;0;1;0
4058055;2;1;3;0;0
4058055;2;2;8;0;0
4058055;2;3;2;0;0
4058055;2;4;5;0;0
4058055;2;5;7;0;0
4058055;2;6;23;0;1
4058055;2;7;0;1;0
4058055;3;1;5;0;0
4058055;3;2;17;0;1
4058055;3;3;3;0;0
4058055;3;4;7;0;0
4058055;3;5;9;0;0
4058055;3;6;1;0;0
4058055;3;7;0;1;0
4058055;4;1;2;0;0
4058055;4;2;6;0;1
4058055;4;3;9;0;0
4058055;4;4;1;0;0
4058055;4;5;4;0;0
4058055;4;6;21;0;0
4058055;4;7;0;1;0
4058055;5;1;8;0;0
4058055;5;2;11;0;1
4058055;5;3;2;0;0
4058055;5;4;4;0;0
4058055;5;5;9;0;0
4058055;5;6;6;0;0
4058055;5;7;0;1;0
4058055;6;1;1;0;0
4058055;6;2;10;0;0
4058055;6;3;5;0;0
4058055;6;4;8;0;0
4058055;6;5;7;0;1
4058055;6;6;3;0;0
4058055;6;7;0;1;0
4058055;7;1;2;0;1
4058055;7;2;8;0;0
4058055;7;3;3;0;0
4058055;7;4;1;0;0
4058055;7;5;9;0;0
4058055;7;6;4;0;0
4058055;7;7;0;1;0
4058055;8;1;7;0;0
4058055;8;2;6;0;0
4058055;8;3;5;0;0
4058055;8;4;8;0;0
4058055;8;5;21;0;0
4058055;8;6;17;0;1
4058055;8;7;0;1;0
4058055;9;1;9;0;0
4058055;9;2;5;0;0
4058055;9;3;2;0;1
4058055;9;4;7;0;0
4058055;9;5;16;0;0
4058055;9;6;3;0;0
4058055;9;7;0;1;0
4058055;10;1;8;0;0
4058055;10;2;9;0;0
4058055;10;3;1;0;0
4058055;10;4;4;0;0
4058055;10;5;17;0;1
4058055;10;6;6;0;0
4058055;10;7;0;1;0
4058055;11;1;16;0;0
4058055;11;2;22;0;-1
4058055;11;3;9;0;0
4058055;11;4;18;0;0
4058055;11;5;10;0;0
4058055;11;6;17;0;1
4058055;12;1;12;0;-1
4058055;12;2;14;0;0
4058055;12;3;20;0;0
4058055;12;4;23;0;0
4058055;12;5;19;0;0
4058055;12;6;11;0;1
4058055;13;1;11;0;1
4058055;13;2;15;0;0
4058055;13;3;20;0;0
4058055;13;4;9;0;0
4058055;13;5;12;0;-1
4058055;13;6;19;0;0
4058055;14;1;17;0;1
4058055;14;2;10;0;0
4058055;14;3;14;0;0
4058055;14;4;13;0;0
4058055;14;5;22;0;-1
4058055;14;6;18;0;0
4058055;15;1;19;0;0
4058055;15;2;12;0;-1
4058055;15;3;14;0;1
4058055;15;4;21;0;0
4058055;15;5;16;0;0
4058055;15;6;23;0;0
4058055;16;1;18;0;0
4058055;16;2;20;0;0
4058055;16;3;16;0;1
4058055;16;4;15;0;0
4058055;16;5;22;0;-1
4058055;16;6;9;0;0
4058055;17;1;11;0;1
4058055;17;2;23;0;0
4058055;17;3;10;0;0
4058055;17;4;21;0;-1
4058055;17;5;17;0;0
4058055;17;6;13;0;0
4058055;18;1;18;0;0
4058055;18;2;11;0;1
4058055;18;3;17;0;0
4058055;18;4;12;0;-1
4058055;18;5;10;0;0
4058055;18;6;15;0;0
4058415;1;1;2;0;0
4058415;1;2;13;0;1
4058415;1;3;1;0;0
4058415;1;4;5;0;0
4058415;1;5;8;0;0
4058415;1;6;7;0;0
4058415;1;7;0;1;0
4058415;2;1;9;0;1
4058415;2;2;3;0;0
4058415;2;3;6;0;0
4058415;2;4;4;0;0
4058415;2;5;13;0;0
4058415;2;6;2;0;0
4058415;2;7;0;1;0
4058415;3;1;17;0;0
4058415;3;2;5;0;0
4058415;3;3;8;0;0
4058415;3;4;1;0;1
4058415;3;5;4;0;0
4058415;3;6;11;0;0
4058415;3;7;0;1;0
4058415;4;1;8;0;0
4058415;4;2;21;0;0
4058415;4;3;3;0;0
4058415;4;4;9;0;1
4058415;4;5;7;0;0
4058415;4;6;6;0;0
4058415;4;7;0;1;0
4058415;5;1;1;0;1
4058415;5;2;7;0;0
4058415;5;3;5;0;0
4058415;5;4;3;0;0
4058415;5;5;4;0;0
4058415;5;6;2;0;0
4058415;5;7;0;1;0
4058415;6;1;5;0;0
4058415;6;2;6;0;0
4058415;6;3;7;0;0
4058415;6;4;9;0;1
4058415;6;5;15;0;0
4058415;6;6;1;0;0
4058415;6;7;0;1;0
4058415;7;1;2;0;0
4058415;7;2;18;0;0
4058415;7;3;6;0;0
4058415;7;4;9;0;1
4058415;7;5;3;0;0
4058415;7;6;8;0;0
4058415;7;7;0;1;0
4058415;8;1;6;0;0
4058415;8;2;9;0;1
4058415;8;3;4;0;0
4058415;8;4;7;0;0
4058415;8;5;3;0;0
4058415;8;6;16;0;0
4058415;8;7;0;1;0
4058415;9;1;5;0;0
4058415;9;2;21;0;0
4058415;9;3;2;0;0
4058415;9;4;1;0;1
4058415;9;5;8;0;0
4058415;9;6;4;0;0
4058415;9;7;0;1;0
4058415;10;1;10;0;0
4058415;10;2;16;0;0
4058415;10;3;1;0;1
4058415;10;4;3;0;0
4058415;10;5;8;0;0
4058415;10;6;6;0;0
4058415;10;7;0;1;0
4058415;11;1;21;0;0
4058415;11;2;18;0;0
4058415;11;3;11;0;0
4058415;11;4;9;0;1
4058415;11;5;12;0;-1
4058415;11;6;14;0;0
4058415;12;1;19;0;0
4058415;12;2;13;0;0
4058415;12;3;17;0;0
4058415;12;4;20;0;1
4058415;12;5;10;0;0
4058415;12;6;22;0;-1
4058415;13;1;18;0;0
4058415;13;2;21;0;-1
4058415;13;3;20;0;1
4058415;13;4;23;0;0
4058415;13;5;15;0;0
4058415;13;6;14;0;0
4058415;14;1;9;0;1
4058415;14;2;16;0;0
4058415;14;3;12;0;-1
4058415;14;4;10;0;0
4058415;14;5;11;0;0
4058415;14;6;13;0;0
4058415;15;1;10;0;0
4058415;15;2;9;0;1
4058415;15;3;12;0;-1
4058415;15;4;18;0;0
4058415;15;5;20;0;0
4058415;15;6;22;0;0
4058415;16;1;16;0;0
4058415;16;2;15;0;0
4058415;16;3;11;0;-1
4058415;16;4;21;0;0
4058415;16;5;14;0;1
4058415;16;6;17;0;0
4058415;17;1;14;0;1
4058415;17;2;10;0;0
4058415;17;3;13;0;0
4058415;17;4;17;0;-1
4058415;17;5;23;0;0
4058415;17;6;19;0;0
4058415;18;1;15;0;0
4058415;18;2;22;0;0
4058415;18;3;12;0;-1
4058415;18;4;20;0;1
4058415;18;5;11;0;0
4058415;18;6;21;0;0
4058751;1;1;8;0;0
4058751;1;2;23;0;0
4058751;1;3;3;0;0
4058751;1;4;7;0;0
4058751;1;5;6;0;1
4058751;1;6;4;0;0
4058751;1;7;0;1;0
4058751;2;1;3;0;0
4058751;2;2;7;0;0
4058751;2;3;5;0;0
4058751;2;4;2;0;0
4058751;2;5;6;0;0
4058751;2;6;20;0;1
4058751;2;7;0;1;0
4058751;3;1;8;0;0
4058751;3;2;9;0;0
4058751;3;3;4;0;0
4058751;3;4;1;0;1
4058751;3;5;2;0;0
4058751;3;6;10;0;0
4058751;3;7;0;1;0
4058751;4;1;12;0;0
4058751;4;2;4;0;0
4058751;4;3;5;0;0
4058751;4;4;8;0;0
4058751;4;5;1;0;0
4058751;4;6;6;0;1
4058751;4;7;0;1;0
4058751;5;1;7;0;0
4058751;5;2;8;0;0
4058751;5;3;12;0;0
4058751;5;4;3;0;0
4058751;5;5;9;0;1
4058751;5;6;19;0;0
4058751;5;7;0;1;0
4058751;6;1;7;0;0
4058751;6;2;9;0;0
4058751;6;3;3;0;0
4058751;6;4;22;0;0
4058751;6;5;1;0;1
4058751;6;6;2;0;0
4058751;6;7;0;1;0
4058751;7;1;4;0;0
4058751;7;2;1;0;0
4058751;7;3;6;0;1
4058751;7;4;9;0;0
4058751;7;5;17;0;0
4058751;7;6;5;0;0
4058751;7;7;0;1;0
4058751;8;1;6;0;1
4058751;8;2;7;0;0
4058751;8;3;3;0;0
4058751;8;4;5;0;0
4058751;8;5;2;0;0
4058751;8;6;4;0;0
4058751;8;7;0;1;0
4058751;9;1;8;0;0
4058751;9;2;12;0;0
4058751;9;3;2;0;0
4058751;9;4;6;0;0
4058751;9;5;1;0;1
4058751;9;6;3;0;0
4058751;9;7;0;1;0
4058751;10;1;5;0;0
4058751;10;2;4;0;0
4058751;10;3;9;0;0
4058751;10;4;7;0;0
4058751;10;5;8;0;1
4058751;10;6;14;0;0
4058751;10;7;0;1;0
4058751;11;1;14;0;1
4058751;11;2;18;0;0
4058751;11;3;17;0;0
4058751;11;4;21;0;-1
4058751;11;5;19;0;0
4058751;11;6;16;0;0
4058751;12;1;12;0;-1
4058751;12;2;15;0;0
4058751;12;3;10;0;0
4058751;12;4;13;0;0
4058751;12;5;23;0;0
4058751;12;6;11;0;1
4058751;13;1;22;0;0
4058751;13;2;9;0;0
4058751;13;3;23;0;0
4058751;13;4;11;0;0
4058751;13;5;15;0;-1
4058751;13;6;17;0;1
4058751;14;1;12;0;-1
4058751;14;2;10;0;0
4058751;14;3;20;0;0
4058751;14;4;13;0;0
4058751;14;5;16;0;1
4058751;14;6;18;0;0
4058751;15;1;21;0;-1
4058751;15;2;12;0;0
4058751;15;3;13;0;0
4058751;15;4;14;0;1
4058751;15;5;15;0;0
4058751;15;6;19;0;0
4058751;16;1;16;0;0
4058751;16;2;22;0;0
4058751;16;3;17;0;1
4058751;16;4;10;0;0
4058751;16;5;9;0;-1
4058751;16;6;19;0;0
4058751;17;1;23;0;0
4058751;17;2;11;0;1
4058751;17;3;14;0;0
4058751;17;4;20;0;-1
4058751;17;5;21;0;0
4058751;17;6;18;0;0
4058751;18;1;21;0;-1
4058751;18;2;15;0;0
4058751;18;3;13;0;0
4058751;18;4;22;0;0
4058751;18;5;19;0;1
4058751;18;6;18;0;0
4058933;1;1;1;0;1
4058933;1;2;4;0;0
4058933;1;3;7;0;0
4058933;1;4;5;0;0
4058933;1;5;3;0;0
4058933;1;6;9;0;0
4058933;1;7;0;1;0
4058933;2;1;8;0;0
4058933;2;2;6;0;0
4058933;2;3;18;0;1
4058933;2;4;4;0;0
4058933;2;5;2;0;0
4058933;2;6;7;0;0
4058933;2;7;0;1;0
4058933;3;1;9;0;0
4058933;3;2;18;0;0
4058933;3;3;5;0;0
4058933;3;4;2;0;0
4058933;3;5;7;0;0
4058933;3;6;1;0;1
4058933;3;7;0;1;0
4058933;4;1;5;0;0
4058933;4;2;21;0;1
4058933;4;3;10;0;0
4058933;4;4;6;0;0
4058933;4;5;9;0;0
4058933;4;6;3;0;0
4058933;4;7;0;1;0
4058933;5;1;7;0;0
4058933;5;2;3;0;0
4058933;5;3;1;0;0
4058933;5;4;8;0;0
4058933;5;5;12;0;1
4058933;5;6;4;0;0
4058933;5;7;0;1;0
4058933;6;1;2;0;0
4058933;6;2;8;0;0
4058933;6;3;4;0;0
4058933;6;4;5;0;0
4058933;6;5;1;0;0
4058933;6;6;22;0;1
4058933;6;7;0;1;0
4058933;7;1;20;0;0
4058933;7;2;9;0;0
4058933;7;3;15;0;1
4058933;7;4;8;0;0
4058933;7;5;6;0;0
4058933;7;6;4;0;0
4058933;7;7;0;1;0
4058933;8;1;9;0;0
4058933;8;2;5;0;0
4058933;8;3;7;0;0
4058933;8;4;2;0;0
4058933;8;5;6;0;0
4058933;8;6;1;0;1
4058933;8;7;0;1;0
4058933;9;1;2;0;0
4058933;9;2;8;0;0
4058933;9;3;5;0;0
4058933;9;4;4;0;0
4058933;9;5;3;0;0
4058933;9;6;17;0;1
4058933;9;7;0;1;0
4058933;10;1;6;0;0
4058933;10;2;7;0;0
4058933;10;3;14;0;1
4058933;10;4;1;0;0
4058933;10;5;9;0;0
4058933;10;6;3;0;0
4058933;10;7;0;1;0
4058933;11;1;23;0;0
4058933;11;2;18;0;0
4058933;11;3;11;0;-1
4058933;11;4;12;0;1
4058933;11;5;20;0;0
4058933;11;6;21;0;0
4058933;12;1;13;0;0
4058933;12;2;19;0;0
4058933;12;3;16;0;0
4058933;12;4;10;0;0
4058933;12;5;15;0;-1
4058933;12;6;17;0;1
4058933;13;1;14;0;1
4058933;13;2;13;0;0
4058933;13;3;12;0;0
4058933;13;4;21;0;0
4058933;13;5;18;0;0
4058933;13;6;15;0;-1
4058933;14;1;22;0;0
4058933;14;2;17;0;1
4058933;14;3;9;0;0
4058933;14;4;23;0;-1
4058933;14;5;16;0;0
4058933;14;6;10;0;0
4058933;15;1;18;0;0
4058933;15;2;11;0;-1
4058933;15;3;20;0;1
4058933;15;4;13;0;0
4058933;15;5;14;0;0
4058933;15;6;19;0;0
4058933;16;1;16;0;0
4058933;16;2;22;0;0
4058933;16;3;17;0;1
4058933;16;4;12;0;0
4058933;16;5;9;0;0
4058933;16;6;15;0;-1
4058933;17;1;11;0;-1
4058933;17;2;21;0;0
4058933;17;3;19;0;0
4058933;17;4;20;0;1
4058933;17;5;10;0;0
4058933;17;6;23;0;0
4058933;18;1;17;0;1
4058933;18;2;15;0;0
4058933;18;3;19;0;0
4058933;18;4;22;0;0
4058933;18;5;16;0;0
4058933;18;6;23;0;-1
4059152;1;1;4;0;0
4059152;1;2;3;0;0
4059152;1;3;12;0;0
4059152;1;4;17;0;1
4059152;1;5;7;0;0
4059152;1;6;6;0;0
4059152;1;7;0;1;0
4059152;2;1;7;0;0
4059152;2;2;9;0;0
4059152;2;3;5;0;0
4059152;2;4;1;0;0
4059152;2;5;16;0;1
4059152;2;6;2;0;0
4059152;2;7;0;1;0
4059152;3;1;22;0;0
4059152;3;2;5;0;0
4059152;3;3;2;0;0
4059152;3;4;6;0;0
4059152;3;5;8;0;0
4059152;3;6;3;0;1
4059152;3;7;0;1;0
4059152;4;1;4;0;1
4059152;4;2;3;0;0
4059152;4;3;1;0;0
4059152;4;4;15;0;0
4059152;4;5;2;0;0
4059152;4;6;5;0;0
4059152;4;7;0;1;0
4059152;5;1;1;0;0
4059152;5;2;13;0;0
4059152;5;3;6;0;0
4059152;5;4;8;0;0
4059152;5;5;9;0;0
4059152;5;6;7;0;1
4059152;5;7;0;1;0
4059152;6;1;3;0;0
4059152;6;2;12;0;0
4059152;6;3;9;0;0
4059152;6;4;4;0;1
4059152;6;5;5;0;0
4059152;6;6;8;0;0
4059152;6;7;0;1;0
4059152;7;1;7;0;0
4059152;7;2;1;0;0
4059152;7;3;4;0;0
4059152;7;4;6;0;0
4059152;7;5;19;0;1
4059152;7;6;2;0;0
